Identifier 	SK_SC_1	SK_TC_1	SK_SC_2	SK_TC_2	H3B_Ortho_1	H3B_Ortho_2	H3B_Ortho_3	H3B_SC_1	H3B_SC_2	H3B_TC_1	H3B_TC_2	HCC_06	HCC_07	HCC_08	HCC_09	HCC_10	HCC_11	HCC_12	HCC_13	HCC_14	HCC_15	HUH7_Ortho_1	HUH7_SC_1	HUH7_SC_2	HUH7_SC_3	HUH7_TC_1	HUH7_TC_2	NNL_01	NNL_02	NNL_03	NNL_04	NNL_05	Cluster_Number	Cluster_Repr	
NM_003400	27.77	46.25	29.19	40.9	31.2	17.57	22.82	30.69	44.48	36.45	52.0	21.23	56.34	30.9	36.02	13.84	14.12	23.59	38.84	21.04	27.6	19.08	24.68	38.58	33.34	66.68	68.69	11.08	14.4	11.97	11.94	20.75	27	17537	
NM_005009	14.32	52.29	17.7	39.18	25.19	19.88	50.62	35.87	33.92	35.69	51.98	21.88	116.0	19.05	23.67	27.08	15.08	24.55	31.49	5.16	2.03	11.92	15.22	28.23	26.35	170.17	86.89	11.52	19.38	24.96	15.51	12.07	27	17537	
NM_016368	74.65	55.67	77.58	60.77	56.46	49.98	81.93	61.11	47.2	40.94	65.74	12.72	24.18	15.57	122.27	12.96	9.17	25.45	40.15	11.78	15.47	116.93	63.56	16.09	29.8	25.67	31.97	11.33	10.56	7.59	11.06	20.09	27	17537	
NM_003127	14.7	37.84	13.89	38.09	50.5	47.28	31.92	40.19	39.85	51.63	56.24	13.43	13.09	33.46	66.17	14.86	20.08	41.27	32.96	27.98	67.93	30.08	34.83	60.68	64.29	109.58	82.14	7.02	13.63	11.02	9.24	15.72	27	17537	
NM_013436	20.03	44.59	30.65	51.4	32.42	22.04	33.22	36.31	37.65	34.23	50.12	20.99	20.02	26.58	40.05	22.65	16.47	41.59	48.23	12.8	41.34	12.67	15.64	31.14	27.2	57.61	55.69	14.45	13.26	16.58	12.39	11.88	27	17537	
NM_004252	8.79	9.37	6.53	6.86	46.11	47.93	37.93	52.51	57.15	27.44	39.01	19.46	37.46	11.1	21.6	28.87	8.7	108.92	21.71	26.12	30.93	20.29	33.18	50.09	48.64	57.94	51.97	9.94	17.12	16.23	15.89	20.95	27	17537	
NM_002734	15.81	39.61	18.86	40.22	30.61	23.71	33.92	64.13	82.59	27.28	40.44	63.0	24.58	15.07	25.07	21.6	12.07	48.1	47.37	19.35	39.04	12.42	11.8	22.66	21.69	38.68	42.06	13.69	27.0	14.69	18.71	15.58	27	17537	
NM_003374	18.55	50.29	19.8	50.87	53.24	38.97	42.12	46.88	56.39	29.82	44.86	27.84	28.75	19.31	36.39	42.63	25.47	42.36	18.83	22.99	48.59	13.18	14.93	28.95	25.39	68.21	59.64	12.67	22.7	12.88	12.58	17.39	27	17537	
NM_007099	11.77	22.19	13.84	28.1	29.83	20.95	46.0	33.19	33.12	26.08	27.14	23.38	27.14	15.91	66.11	20.86	12.38	34.74	28.64	20.71	29.56	10.48	12.16	23.99	25.14	40.88	33.51	13.76	24.96	23.87	18.27	12.97	27	17537	
NM_024051	17.04	24.24	19.67	25.27	40.16	36.55	32.87	41.19	47.96	57.39	58.6	19.68	9.09	44.55	40.37	17.05	20.96	35.59	20.24	27.34	32.57	22.38	28.49	55.86	48.53	102.51	112.9	13.79	12.33	11.99	12.62	21.83	27	17537	
NM_000789	22.83	60.66	31.06	57.54	24.46	18.2	35.56	27.27	29.16	41.83	50.03	12.53	24.77	20.23	23.59	18.98	15.12	48.33	41.62	25.2	66.43	13.65	31.1	31.64	32.31	79.93	66.76	16.55	19.33	13.19	13.32	23.1	27	17537	
NM_001905	51.83	49.07	75.32	51.87	78.25	64.16	90.12	85.54	89.69	65.6	96.85	22.57	27.47	14.25	17.67	24.48	11.01	21.6	29.43	28.78	16.49	11.4	19.75	39.05	27.38	80.42	69.99	23.68	29.27	7.73	10.56	20.8	27	17537	
NM_003079	27.87	36.73	29.39	44.82	23.8	24.88	26.72	31.68	27.07	32.52	33.61	18.06	15.8	23.23	40.62	14.84	10.97	24.26	37.32	14.65	30.13	21.07	25.25	33.87	37.24	63.72	41.29	7.55	14.81	12.32	12.26	12.24	27	17537	
NM_019082	19.32	45.84	24.12	35.6	45.56	32.78	39.46	45.43	40.96	53.8	56.28	25.98	18.47	16.88	26.0	15.29	16.1	28.89	23.12	25.07	44.05	17.14	26.06	42.19	38.97	88.14	57.57	10.05	16.25	14.88	13.87	10.96	27	17537	
NM_002834	16.71	33.51	16.72	32.44	17.18	15.37	29.5	23.3	27.46	33.21	44.26	14.98	12.36	19.16	33.17	13.46	11.55	18.16	41.26	21.56	42.54	12.74	14.13	25.87	22.51	58.71	55.92	10.45	15.73	14.62	9.64	13.36	27	17537	
NM_002884	13.45	20.15	12.72	24.39	17.12	11.44	19.92	16.3	20.64	16.07	17.37	31.94	20.44	11.14	32.27	17.08	18.49	35.95	26.05	17.89	56.6	8.52	9.73	20.41	17.46	44.85	28.45	11.31	19.4	10.99	14.82	17.85	27	17537	
NM_002893	29.56	46.9	32.06	37.17	68.88	49.26	81.47	67.47	79.08	52.14	73.37	18.99	14.91	34.61	21.79	24.23	16.93	33.61	30.88	21.02	44.11	21.32	25.69	52.05	42.45	93.3	98.77	15.26	14.11	12.16	14.09	15.5	27	17537	
NM_001681	16.07	43.12	15.17	32.87	46.68	30.28	36.98	46.25	55.33	37.58	67.39	37.53	21.73	38.38	36.78	16.46	17.07	23.47	30.52	16.52	48.22	20.19	23.98	54.67	47.28	105.35	95.36	5.7	12.24	12.65	12.2	13.32	27	17537	
NM_022051	12.44	28.74	11.21	10.28	32.64	35.9	24.84	50.31	59.85	29.81	43.54	28.66	28.67	25.47	19.13	4.97	26.43	21.93	19.01	16.37	20.33	14.14	13.44	22.38	20.0	42.71	22.75	7.27	19.91	10.89	8.47	14.22	27	17537	
NM_001328	10.98	26.64	16.64	18.18	19.81	21.7	27.8	34.96	31.78	24.56	36.09	36.4	19.46	41.15	69.58	15.99	31.96	37.19	38.84	35.83	16.29	38.34	35.05	59.96	49.77	123.25	90.88	17.42	9.09	24.4	16.43	17.8	27	17537	
NM_002128	8.06	7.32	7.36	12.41	16.77	9.8	26.22	23.47	26.28	40.26	21.19	27.21	12.17	9.65	45.67	16.75	17.05	25.24	23.49	27.73	25.01	15.02	20.44	33.05	35.44	64.56	56.69	15.59	21.86	25.59	20.57	12.39	27	17537	
NM_021101	2.4	15.25	1.79	10.86	78.72	58.47	72.33	77.77	97.62	89.5	105.73	9.53	1.72	12.29	66.56	18.36	22.77	8.81	24.76	29.29	97.66	18.24	18.15	32.98	33.67	133.24	52.77	10.47	59.97	27.26	19.27	16.61	27	17537	
NM_003128	8.9	12.41	7.64	9.82	22.69	17.82	14.63	16.21	20.86	27.87	39.4	13.0	42.41	16.78	53.9	8.68	12.35	32.72	17.53	14.69	33.43	30.55	31.35	39.83	39.73	50.02	61.24	5.99	21.85	8.44	9.04	11.53	27	17537	
NM_000310	14.21	33.4	16.86	50.44	72.3	54.82	87.82	88.67	101.69	72.03	141.82	7.16	6.98	23.81	19.3	11.92	16.04	33.09	46.29	24.03	45.45	12.59	15.86	26.22	26.67	36.81	58.59	11.26	9.26	5.3	11.78	13.04	27	17537	
NM_004047	12.3	26.1	12.79	16.04	20.58	17.0	23.55	20.88	32.19	20.91	39.66	17.23	20.7	13.13	16.7	24.87	22.47	44.1	22.29	26.28	51.66	13.13	18.52	36.83	28.5	93.22	59.43	10.61	12.69	7.51	9.58	14.19	27	17537	
NM_001969	15.87	14.51	11.67	17.64	20.95	27.03	28.13	31.11	34.57	43.84	42.96	38.31	72.4	14.0	19.21	7.14	13.55	14.46	15.18	12.93	27.65	8.68	10.04	22.17	17.09	149.76	30.66	16.67	51.98	20.35	20.83	12.55	27	17537	
NM_004069	27.72	128.7	26.58	88.14	31.1	16.82	19.91	18.08	20.6	36.76	39.84	20.3	21.31	32.74	24.9	21.7	18.82	46.89	12.0	43.24	24.81	16.97	27.68	54.02	43.16	61.32	89.89	15.37	21.29	19.3	15.0	19.32	27	17537	
NM_002834	11.53	17.02	15.26	21.21	13.81	10.03	19.49	18.01	17.25	24.2	23.51	14.87	8.38	10.48	24.07	11.05	8.5	17.14	31.9	14.9	20.35	6.41	13.45	17.31	14.33	129.19	37.13	8.33	11.07	9.85	8.41	10.18	27	17537	
NM_003373	52.55	84.38	65.04	114.26	32.25	27.91	90.72	56.35	59.4	31.03	42.97	16.9	29.32	25.15	23.07	9.7	13.03	21.45	19.52	6.76	28.27	8.8	9.06	16.19	13.76	74.51	29.17	11.03	20.06	11.08	12.9	15.68	27	17537	
NM_016281	26.8	43.56	30.01	51.24	26.91	27.58	39.68	31.86	33.88	18.83	20.48	24.55	28.7	28.52	21.28	28.4	31.8	62.75	38.52	28.06	21.11	5.5	11.75	16.19	13.53	23.16	21.6	24.46	16.31	21.62	18.4	26.46	27	17537	
NM_021018	21.91	23.64	26.54	29.85	36.54	20.04	34.9	32.85	31.27	47.87	34.92	26.56	12.97	33.07	34.33	31.4	15.01	49.89	57.64	20.25	31.04	18.96	33.07	33.58	38.26	94.47	55.39	13.58	18.73	17.18	16.45	9.72	27	17537	
NM_003375	16.24	47.73	22.95	65.36	17.7	17.49	38.67	18.61	21.77	25.37	25.52	21.37	37.79	38.41	31.68	16.02	13.45	31.28	10.1	15.27	23.0	12.66	13.72	20.26	20.96	45.92	38.75	13.99	18.8	16.48	18.49	13.25	27	17537	
NM_002834	23.24	29.06	30.45	34.63	15.25	18.38	39.81	23.33	24.12	34.05	33.01	21.64	18.79	23.49	40.42	21.08	15.63	24.68	44.2	28.27	32.63	13.36	18.7	32.62	34.96	145.02	62.29	16.02	17.95	16.87	13.54	21.39	27	17537	
NM_007273	17.29	67.24	18.88	45.24	32.16	26.15	36.03	38.79	38.26	43.95	56.44	30.37	16.69	16.89	18.27	13.62	9.88	25.8	10.49	29.57	22.73	19.25	20.24	37.74	31.08	56.57	61.52	13.8	24.68	25.8	15.43	17.45	27	17537	
NM_005433	7.86	14.12	12.66	17.61	32.81	32.86	34.49	35.95	42.38	24.37	51.93	22.57	9.67	31.69	36.22	20.79	15.41	39.5	23.17	22.65	22.95	23.81	32.04	45.89	47.91	93.34	66.44	16.42	25.91	34.92	15.99	18.82	27	17537	
NM_003011	14.2	32.28	19.04	34.52	39.1	20.04	37.02	41.43	44.33	41.21	39.28	23.72	15.73	32.84	55.74	16.33	16.07	24.8	18.9	17.14	36.86	26.09	38.26	54.57	46.28	100.83	97.75	12.26	12.25	18.65	14.89	16.01	27	17537	
NM_004718	18.92	66.96	27.31	60.99	36.47	27.6	53.84	35.87	58.2	31.84	56.4	17.05	19.03	21.46	64.89	17.53	16.36	37.89	24.59	26.83	28.57	14.39	13.6	28.96	23.19	33.56	43.75	11.47	17.0	19.94	12.77	10.33	27	17537	
NM_004643	14.58	34.35	14.15	29.74	24.74	24.91	38.61	40.41	44.64	37.46	58.56	15.83	26.62	33.57	33.76	14.03	18.63	39.8	30.25	18.32	34.29	26.62	27.48	52.67	34.54	83.42	75.13	5.74	11.71	17.77	10.93	12.19	27	17537	
NM_000884	16.91	29.08	19.08	22.7	28.28	21.98	38.99	40.95	37.67	24.38	40.02	19.91	19.12	27.73	29.93	13.21	17.18	24.45	28.53	18.12	28.46	14.06	18.67	28.79	24.12	65.98	48.34	12.56	15.22	16.26	13.32	14.11	27	17537	
NM_005159	16.05	47.34	27.69	63.42	22.2	20.68	27.72	47.47	27.87	42.04	20.55	37.27	10.52	17.13	39.48	17.59	17.14	38.77	30.09	14.42	60.5	12.41	17.21	32.95	37.62	48.47	57.28	10.9	21.52	17.3	15.88	13.66	27	17537	
NM_015219	22.56	42.29	34.52	47.53	36.67	28.21	39.7	35.45	36.67	34.66	32.41	6.05	23.27	34.71	31.07	26.13	11.05	58.37	51.01	26.57	30.11	14.3	25.08	37.85	35.54	68.38	50.15	13.3	15.86	20.09	11.65	14.28	27	17537	
NM_002715	24.48	22.87	24.07	21.91	30.31	23.54	35.07	32.63	45.31	27.71	35.88	31.3	32.76	21.13	30.5	22.58	13.39	30.63	23.99	20.47	24.68	10.96	17.78	30.33	22.58	58.29	39.07	13.05	15.58	12.56	14.19	20.27	27	17537	
NM_006015	19.66	29.42	26.76	34.97	25.56	19.89	52.46	33.72	30.71	31.19	38.51	6.6	35.41	25.12	36.05	13.9	16.23	29.35	37.89	22.8	24.2	12.22	27.47	48.88	41.15	48.62	54.36	8.69	15.34	12.57	13.13	16.15	27	17537	
NM_004082	30.13	45.44	39.83	67.57	40.18	38.57	31.58	33.12	31.24	48.28	35.52	15.88	64.94	33.27	31.44	20.59	14.53	27.87	19.37	30.64	24.81	13.29	21.73	34.63	31.1	38.56	37.47	11.54	12.46	13.87	12.63	18.74	27	17537	
NM_006330	15.16	30.34	15.99	31.44	29.82	36.53	55.85	35.82	41.51	36.7	35.07	26.33	15.33	28.91	26.74	54.06	28.13	29.6	19.5	25.48	32.81	5.35	5.76	12.68	10.05	19.55	19.33	19.25	23.33	25.87	22.72	17.03	27	17537	
NM_012201	12.01	19.58	17.88	14.55	37.63	31.28	43.91	60.25	59.16	32.1	38.23	11.17	27.71	25.91	31.49	15.44	14.85	29.48	39.14	17.12	32.23	18.11	28.16	39.09	42.31	40.86	61.76	7.86	11.44	14.68	9.33	14.41	27	17537	
NM_001518	8.58	26.61	6.67	31.33	41.06	33.81	71.5	46.92	48.76	79.96	78.54	22.02	45.75	13.67	94.08	10.71	14.28	30.14	32.58	26.26	43.08	15.35	22.6	37.4	39.15	199.76	118.08	7.08	18.81	8.22	12.72	14.35	27	17537	
NM_003336	40.88	54.16	42.06	68.24	52.19	43.22	72.56	48.87	58.0	41.58	56.91	28.61	23.77	46.72	20.18	24.92	27.51	41.41	50.48	19.98	39.62	8.83	12.07	21.03	18.49	52.62	37.8	19.56	15.15	16.84	13.93	21.36	27	17537	
NM_000274	18.3	33.79	24.18	49.78	131.19	90.95	116.08	84.06	112.26	41.46	59.23	413.21	1.42	23.16	19.18	18.63	6.94	20.38	16.43	5.9	5.67	23.58	21.1	47.18	38.27	36.05	37.63	72.15	116.81	50.07	58.81	16.08	27	17537	
NM_007315	11.43	11.97	17.68	15.64	17.49	15.68	16.58	19.78	23.28	20.65	26.7	13.4	22.54	15.19	197.3	31.87	43.33	25.47	170.18	14.89	52.18	13.99	13.05	9.97	13.6	111.84	18.63	21.68	12.14	14.06	17.57	23.75	27	17537	
NM_005494	72.88	173.8	93.87	269.94	18.33	16.5	31.42	16.04	20.91	20.66	26.63	37.07	23.25	28.28	38.86	9.82	15.01	14.71	31.58	13.1	20.91	11.26	15.21	30.1	23.46	71.93	73.9	16.41	17.15	14.69	14.19	20.19	27	17537	
NM_002650	16.68	25.99	27.01	27.1	28.73	20.23	27.16	18.13	23.49	23.93	25.65	9.75	30.05	26.85	39.94	27.47	15.75	28.0	35.42	15.97	43.62	20.51	30.72	40.19	39.97	56.34	56.2	18.59	12.01	13.97	12.03	12.41	27	17537	
NM_001018	15.91	64.18	19.29	44.13	49.12	43.65	53.87	55.92	70.48	78.28	72.53	12.55	16.47	49.87	67.39	24.01	17.82	19.86	19.7	22.3	28.91	30.08	31.09	47.41	42.47	65.42	80.68	13.83	17.68	15.2	13.15	16.01	27	17537	
NM_002802	23.24	35.77	18.07	31.61	25.86	21.81	41.3	31.11	38.18	27.32	36.67	28.96	30.42	17.21	13.64	11.99	16.63	22.98	18.62	21.95	29.92	9.85	12.96	32.56	24.34	79.4	44.43	12.15	36.84	15.89	16.51	17.56	27	17537	
NM_004508	11.49	19.25	12.77	33.2	51.18	57.05	65.97	54.65	65.4	25.12	47.3	21.69	27.91	74.64	27.84	45.27	14.02	49.12	11.87	10.98	46.51	6.77	8.74	17.79	13.56	40.74	47.28	11.13	11.64	21.8	19.9	6.39	27	17537	
NM_001748	112.93	244.66	127.04	238.32	32.58	25.33	26.95	35.84	31.29	24.64	30.5	23.86	5.28	66.8	21.47	18.1	49.45	19.08	73.17	17.04	14.36	2.4	3.58	6.29	5.36	21.05	9.28	9.26	10.15	9.35	9.53	33.7	27	17537	
NM_005805	38.92	44.59	37.02	49.63	43.32	29.38	56.18	44.82	47.76	62.89	79.26	24.16	18.76	30.9	44.13	11.66	17.79	58.76	58.67	16.53	35.36	23.34	31.41	66.33	44.76	135.55	88.97	16.11	11.68	10.99	13.52	16.68	27	17537	
NM_003791	10.88	23.06	22.83	29.63	21.6	20.22	28.25	25.63	27.84	22.35	28.44	21.09	36.19	32.48	23.07	16.67	18.55	41.54	54.84	25.85	26.39	14.31	18.69	23.67	27.26	55.16	53.68	21.61	19.09	27.6	17.56	13.95	27	17537	
NM_003903	32.99	54.05	46.31	62.97	48.16	45.11	63.76	42.06	57.77	41.93	50.56	25.35	15.21	22.07	44.94	25.07	21.62	26.33	43.25	26.36	31.67	10.51	12.45	18.64	16.29	34.58	24.51	25.35	17.1	24.98	17.66	22.22	27	17537	
NM_014248	23.9	29.79	23.67	46.07	37.21	28.88	64.31	43.21	45.67	49.42	51.4	15.4	38.3	21.18	23.82	16.57	15.5	21.44	23.23	15.59	37.63	14.03	21.82	40.07	32.03	62.16	58.57	13.99	13.83	14.29	14.97	16.69	27	17537	
NM_005662	19.54	30.74	22.88	31.33	87.86	60.97	70.96	69.24	71.78	47.29	56.65	18.11	20.96	33.32	21.47	15.22	12.86	41.42	21.64	23.96	32.49	20.06	21.14	37.78	34.83	113.07	78.76	14.42	17.99	15.54	14.21	15.66	27	17537	
NM_006826	24.79	74.8	28.08	79.27	41.84	36.18	68.4	62.56	53.21	68.46	69.29	14.92	65.91	18.78	75.06	16.66	11.69	32.21	29.88	13.6	35.93	19.69	24.63	46.63	53.55	87.73	69.5	9.04	20.55	17.44	11.8	13.1	27	17537	
NM_000801	24.9	90.12	38.25	71.52	22.01	20.43	26.82	28.8	30.54	29.68	33.96	24.27	10.46	17.21	33.06	17.06	20.01	25.89	28.41	21.64	62.63	14.41	17.78	33.39	31.24	65.12	56.99	9.71	8.92	9.68	11.27	11.7	27	17537	
NM_002805	24.47	46.13	20.82	42.54	27.78	21.45	28.15	26.19	30.65	38.59	31.97	18.44	30.1	15.93	20.43	19.0	8.2	49.89	21.08	25.0	32.5	16.12	26.78	57.11	48.89	112.57	91.19	10.09	23.04	14.23	14.35	11.35	27	17537	
NM_012247	10.54	18.02	9.17	10.7	23.33	18.1	26.28	26.94	33.59	30.28	53.14	20.12	14.18	39.94	27.35	17.4	15.94	25.26	25.61	30.43	22.96	14.4	14.06	27.29	22.7	54.85	61.26	13.57	16.96	14.82	12.24	11.44	27	17537	
NM_001892	27.32	37.2	31.74	45.33	42.05	27.81	44.57	36.7	56.6	31.98	44.12	31.29	36.28	28.66	44.11	21.26	22.57	30.42	24.77	30.77	26.48	14.96	19.83	30.0	33.81	50.94	54.23	12.4	20.85	12.48	15.92	17.73	27	17537	
NM_005433	8.02	12.06	10.59	15.78	33.66	28.92	40.16	41.4	49.99	30.16	42.58	26.86	13.88	27.59	39.84	24.03	13.87	44.13	28.66	17.45	28.93	18.0	27.53	46.88	49.47	91.37	53.94	25.22	30.57	37.23	19.28	21.95	27	17537	
NM_000463	1.07	0.74	0.37	1.07	84.53	9.87	0.56	11.97	78.59	1.42	2.79	373.65	58.06	57.96	4.21	344.2	206.4	901.82	92.25	255.33	115.7	0.33	0.31	1.08	0.38	1.79	1.13	237.08	314.65	309.77	260.88	361.57	28	17224	
NM_002591	0.53	1.19	0.46	0.6	125.99	125.61	17.53	117.98	124.75	4.1	17.6	108.35	41.56	8.87	0.76	31.9	18.44	4.25	7.31	68.21	2.55	0.37	0.35	0.37	0.44	0.69	0.29	107.13	385.75	147.58	105.17	223.63	28	17224	
NM_000769	0.27	0.42	0.13	0.76	6.47	6.23	2.15	6.03	7.85	0.66	1.1	293.45	17.26	43.58	0.55	133.76	28.3	35.48	17.36	14.97	5.12	0.21	0.48	0.2	1.22	1.42	0.2	227.85	585.23	254.11	316.7	191.99	28	17224	
NM_000769	2.23	0.79	0.99	0.3	11.24	13.41	3.19	16.03	17.39	1.04	1.2	158.3	15.01	62.17	1.11	61.81	43.48	78.63	46.29	65.03	3.48	1.45	0.43	0.62	0.27	0.78	0.47	425.43	823.54	441.62	423.82	227.07	28	17224	
NM_002150	0.78	0.54	0.38	1.28	190.88	71.26	20.15	26.74	26.87	9.17	6.35	1757.3	1.03	17.15	0.48	246.23	61.84	156.43	6.24	412.98	23.23	0.65	0.23	0.42	1.19	2.41	0.51	144.52	591.66	173.6	320.38	236.42	28	17224	
NM_001875	0.68	1.25	0.18	0.22	56.53	98.1	4.29	53.15	107.58	5.61	18.43	557.53	0.53	50.02	18.61	100.54	18.91	172.11	17.34	79.09	2.43	1.64	1.09	2.61	1.75	1.4	0.62	170.23	335.82	285.95	191.65	177.87	28	17224	
NM_000771	0.27	1.33	0.67	1.16	1.3	3.51	1.44	1.19	2.49	1.01	0.8	315.59	4.72	98.81	1.28	85.12	53.2	39.7	44.39	23.27	3.1	0.49	0.38	0.85	1.45	0.61	0.89	439.01	634.98	436.12	428.75	354.97	28	17224	
NM_002882	23.33	29.81	16.37	25.42	39.97	20.71	43.18	41.54	45.12	65.03	61.16	10.36	13.62	15.35	27.1	10.9	7.7	20.28	19.18	19.84	48.25	32.65	34.19	63.22	50.28	149.23	123.75	6.6	12.32	6.59	9.54	11.6	29	24165	
NM_001096	44.55	137.13	72.43	128.46	60.17	46.65	35.46	49.12	52.32	85.74	82.08	14.67	16.07	38.92	30.97	17.48	13.73	53.21	33.3	12.43	47.43	18.04	29.23	46.07	43.92	125.21	126.77	8.91	4.83	6.27	7.31	13.06	29	24165	
NM_005569	52.22	99.17	54.67	83.9	60.8	50.63	59.91	68.37	62.21	70.42	69.1	25.04	5.98	31.8	39.58	18.36	26.23	31.77	17.65	18.33	33.85	17.09	27.71	40.52	36.89	64.85	66.91	8.4	11.04	10.11	11.11	14.96	29	24165	
NM_004595	35.18	164.52	52.36	180.49	42.76	33.9	29.61	40.71	37.78	52.86	55.68	5.73	7.42	16.97	10.4	10.61	9.11	24.27	15.88	9.31	36.28	19.55	24.43	38.2	39.33	223.53	90.29	6.01	5.55	7.23	5.23	9.82	29	24165	
NM_001826	27.0	21.98	18.91	16.55	49.15	31.08	50.04	43.71	54.51	69.91	98.83	23.85	42.79	19.2	25.18	13.4	10.96	14.38	31.77	6.41	35.25	38.88	38.35	80.12	71.52	343.75	191.12	3.11	8.05	4.79	8.52	7.84	29	24165	
NM_004458	22.09	62.97	26.23	64.54	127.53	76.43	44.61	100.45	150.92	94.45	138.85	1.64	8.69	213.66	75.96	101.53	93.37	161.13	5.78	5.42	253.99	27.67	40.87	80.67	78.15	128.34	108.62	1.09	3.95	2.16	9.67	8.06	29	24165	
NM_000884	39.48	142.23	45.28	111.57	72.93	71.84	66.17	70.87	78.44	40.86	55.57	13.35	21.93	68.47	53.37	18.97	12.13	26.34	13.21	12.4	48.35	39.16	42.92	54.08	54.2	98.32	88.93	5.32	10.05	11.94	9.19	12.74	29	24165	
NM_003540	39.59	23.92	43.76	36.93	28.24	15.58	38.33	33.62	45.82	74.01	48.13	11.05	16.26	14.82	45.08	15.44	9.14	32.94	20.45	9.26	39.3	26.42	47.36	64.55	84.73	96.66	184.52	9.19	7.6	7.94	8.29	4.27	29	24165	
NM_004965	18.47	28.55	33.54	43.04	47.08	28.94	52.65	45.39	46.65	71.31	47.85	12.79	9.92	22.31	49.3	11.76	11.92	31.71	42.29	9.33	30.52	17.0	36.35	43.97	47.66	115.94	81.22	7.16	8.16	11.95	7.59	8.03	29	24165	
NM_001444	32.83	100.44	42.3	145.61	49.24	24.05	31.03	53.83	66.75	59.92	75.3	14.43	2.66	14.31	40.56	13.89	17.24	33.18	17.53	9.4	47.64	20.66	25.89	45.15	39.35	115.67	95.24	3.87	3.93	0.77	1.98	5.38	29	24165	
NM_006000	32.34	73.23	26.69	41.8	54.17	45.96	26.58	57.44	77.26	60.72	96.8	6.5	18.08	22.02	21.48	20.97	7.41	32.46	24.93	6.19	81.08	45.36	41.93	83.62	66.21	162.11	200.41	4.98	10.01	6.91	7.59	9.06	29	24165	
NM_005500	18.92	34.87	30.52	33.88	22.13	18.36	30.8	28.09	28.57	53.23	34.64	9.24	8.51	16.75	28.01	18.99	10.96	33.36	10.86	11.91	29.38	25.13	26.36	52.88	55.96	137.52	96.15	5.66	6.73	5.72	5.2	10.91	29	24165	
NM_004044	19.52	55.05	23.34	47.97	52.49	36.27	69.47	65.86	63.06	42.79	72.63	18.82	27.67	21.04	38.53	15.55	10.19	14.12	22.12	10.04	32.59	25.22	25.87	43.35	45.83	60.6	66.1	5.47	8.07	4.33	5.28	10.14	29	24165	
NM_005500	38.08	51.91	49.77	51.6	38.55	24.72	42.59	36.52	40.06	80.99	60.8	18.36	17.77	32.62	41.22	27.41	20.81	55.11	21.99	24.74	42.14	35.12	41.84	76.37	69.45	164.0	133.94	9.39	6.16	11.34	8.24	16.26	29	24165	
NM_002266	49.87	85.88	49.39	52.96	97.02	61.86	80.13	111.85	92.92	182.9	198.48	16.75	7.67	28.95	27.62	17.09	8.09	115.27	17.45	8.57	54.69	62.59	65.33	148.07	104.79	377.79	345.55	5.49	4.06	1.78	4.46	6.63	29	24165	
NM_001826	22.29	16.15	26.06	15.75	41.15	33.47	49.63	49.05	57.63	61.34	66.1	23.16	12.46	17.67	29.01	16.81	9.15	18.03	32.1	5.04	39.79	26.39	31.47	77.47	69.35	162.86	132.25	7.3	11.15	6.84	11.68	5.88	29	24165	
NM_015884	14.22	47.58	11.59	43.32	98.9	45.53	54.5	204.73	96.5	39.01	113.63	34.44	95.48	19.62	32.11	22.25	13.92	17.62	51.76	34.76	97.27	23.18	36.53	61.61	39.62	8.77	76.97	27.7	33.06	37.87	16.73	14.34	29	24165	
NM_006430	20.67	74.14	28.29	60.28	50.89	39.56	38.88	61.5	78.75	55.72	77.78	22.69	25.7	22.31	42.56	16.45	10.81	21.65	13.64	14.02	23.37	25.02	26.51	42.6	35.64	95.9	75.11	8.61	8.88	8.8	9.28	7.34	29	24165	
NM_014172	13.75	24.92	11.3	27.0	51.12	58.72	76.84	51.02	63.63	28.07	48.64	10.73	12.71	21.26	14.22	13.35	10.03	18.59	9.4	11.88	23.07	29.17	27.73	43.71	49.47	97.2	70.05	4.43	7.62	5.8	6.25	10.06	29	24165	
NM_004446	22.35	46.12	23.84	52.72	46.36	42.93	72.37	49.26	51.32	45.61	49.23	20.96	18.61	18.95	34.56	16.91	12.06	22.92	17.95	13.92	35.19	15.81	17.76	28.83	31.45	45.9	54.06	10.08	9.3	8.84	10.54	10.21	29	24165	
NM_000434	12.56	19.23	17.15	22.25	23.21	19.52	73.1	20.61	30.6	76.66	77.98	14.3	37.29	49.91	39.42	18.31	18.93	56.54	19.53	13.8	86.84	28.53	27.6	48.48	53.25	167.11	83.22	3.24	9.78	9.18	9.54	7.94	29	24165	
NM_002708	18.66	48.73	15.37	38.88	64.57	45.33	33.49	32.88	31.06	102.84	77.41	12.12	19.93	22.06	22.26	18.2	9.03	42.12	5.68	28.25	48.41	55.01	87.81	159.67	127.6	147.81	275.34	6.66	20.93	7.84	12.81	15.04	29	24165	
NM_003234	9.93	37.67	13.95	25.26	51.69	61.27	206.77	70.08	205.17	46.61	87.03	23.82	18.53	11.68	19.82	19.04	8.36	35.31	23.48	9.84	71.2	11.56	18.54	29.19	24.75	153.6	74.0	14.48	23.73	6.99	11.16	7.84	29	24165	
NM_002011	1.12	5.46	1.74	3.87	55.69	44.74	28.54	64.14	89.03	26.62	51.99	11.79	35.95	34.17	91.4	16.02	14.97	32.51	34.45	24.55	38.98	37.05	36.51	47.87	45.35	111.47	105.05	7.44	9.75	14.98	7.4	11.64	29	24165	
