RefSeq	Patient 1	Patient 2	Patient 3	Patient 4	Patient 5	Patient 6	Patient 7	Patient 8	Patient 9	Patient 10
NM_000400	6.93	7.52	9	4.81	2.41	6.18	2.81	2.82	5.59	4.01
NM_032809	6.3	6.17	0.64	3.31	1.5	5.76	8.47	9.39	3.16	5.97
NM_152495	1.77	1.84	4.72	6.05	6.99	4.96	4.15	9.28	5	7.91
NM_138959	5.41	6.67	6.52	9.02	8.1	5.86	3.1	5.42	9.82	8.62
NM_006425	5.34	4.56	2.36	0.02	1.43	9.84	7.68	6.42	3.09	0.46
NM_003668	6.57	1.53	8.19	6.37	5.44	7.67	7.05	9.28	6.03	2.82
NM_017628	1.09	5.36	0.86	8.73	8.97	8.43	2.92	6.14	1.73	2.77
NM_022826	7.55	0.94	9.65	8.68	8.67	7.16	1.67	7.5	8.91	4.42
NM_152571	0.86	6.18	9.57	9.96	3.13	3.91	7.33	3.65	8.06	6.1
NM_024637	0.58	7.61	8.41	8.43	3.6	8.65	7.43	3.36	1.89	8.09
NM_152491	3.36	4.45	6.36	8.11	2.51	2.37	0.09	4.74	5.62	5.88
NM_018028	4.46	0.89	9.01	0.52	4.26	1.45	2.12	5.49	8.07	0.98
NM_001098845	9.12	3.13	8.94	5.4	2.16	2.58	5.78	9.31	3.91	6.55
NM_017607	2.8	4.25	5.01	4.93	5.87	6.92	9.11	8.25	5.6	8.38
NM_030642	3.75	3.01	7.23	3.19	7.44	5.75	4.46	4.36	5.49	7.15
NM_006707	8.04	6.79	5.2	5.9	5.82	8.52	5.01	3.13	2.8	4.96
XM_087386	9.31	1.32	1.64	8.5	0.66	6.39	7.57	6.14	3.63	5.61
NM_000282	7.1	5.03	3	6.07	7.51	7.44	6.49	0.77	8.26	1.98
NM_002750	0.67	2.7	1.87	0.26	9.95	1.51	1.16	7.23	2.63	9.97
NM_001008743	2.69	4.12	4.95	7.97	6.96	3.85	1.61	3.06	8.26	5.7
NM_002106	8.82	8.57	3.38	0.84	0.23	3.04	1.72	0.4	5.83	5.5
NM_032415	1.94	9.35	4.6	8.03	9.31	3.9	0.61	4.97	3.35	6.16
NM_001042437	3.96	3.32	9.36	8.12	7.89	4.71	7.13	6.48	9.58	5.98
NM_002966	6.41	0.95	9.48	1.46	5.78	3.42	7.11	2.89	8.62	5.79
XM_928346	9.03	2.94	2.17	7.53	6.73	1.04	6.11	5.55	8.79	3.47
NM_001008709	0.57	0.86	8.16	5.67	5.64	1.52	1.64	9.62	7.7	7.73
NM_000755	7.73	2.95	1.6	8.71	1.28	4.54	1.44	4.53	1.51	7.92
XM_937537	4.36	1.75	1.28	3.26	7.11	0.46	4.75	9.71	8.43	9.56
XM_942088	6.5	2.54	9.06	5.12	8.08	0.55	2.71	5.89	8.14	6.2
NM_016931	3.97	0.02	3.11	5.78	3.06	3.76	9.63	8.09	2.31	7.28
NM_004520	6.1	5.41	2.92	6.27	7.37	0.24	1.73	6.77	8.67	8.66
NM_020408	3.43	0.06	8.06	9.93	0.49	6.72	5.53	8.71	3.73	0.21
NM_015269	0.28	6.18	3.75	9.09	4.57	9.51	8.1	7.48	5.47	3.24
NM_004829	7.87	7.25	7.65	2.33	4.36	5.2	5.89	6.05	3.67	6.57
NM_007270	8.84	6.74	4.58	8.94	8.59	2.58	8.62	4.13	3.55	8.83
NM_032330	5.61	0.74	6.11	9.11	6	9.36	5.78	3.9	8.56	3.7
NM_003820	4.44	8.78	5.84	8.7	9.8	2.86	2.94	5.33	9.69	9.39
NM_178232	9.93	2.09	5.44	7.68	7.56	1.01	1.54	0.28	5.27	1.6
NM_018072	3.16	1.68	5.76	7.79	4.67	6.52	7.44	1.4	7.46	8.12
NM_058179	5.29	4.96	5.41	8.66	2.93	6.77	0.27	8.98	7.75	5.49
NM_003804	0.51	9.7	3.85	6.11	1.16	9.66	8.97	3.64	7.16	9.69
NM_004803	6.53	6.13	2.12	5.9	7.17	8.89	7.54	6.14	3.08	4.01
NM_002254	9.75	5.85	4.41	9.18	7.19	8.22	2.39	4.47	5.83	6.47
NM_001080452	9.63	2.84	2.8	1.51	3.32	2.24	4.76	2.95	1.07	6.24
NM_004086	9.33	0.38	7.13	0.82	3.05	5.81	6.64	4.39	8.68	2.38
NM_000370	3.5	8.86	1.64	2.37	4.63	3.97	6.84	8.83	1.31	3.62
NM_022046	7.67	9.63	8	7.41	9.15	0.76	9.77	6.08	3.87	1.2
XM_001131604	8.64	1.7	8.77	9.32	3.71	2.2	4.21	0.53	2.31	8
NM_004522	0.61	3.89	4.64	8.44	2.14	1.41	3.34	9.6	9.57	5.6
NM_022006	8.35	2.33	9.87	7.67	9.1	2.27	0.93	3.31	6.51	1.17
NM_001035	1.33	5.82	3.72	7.29	0.66	6.04	5.82	3.59	0.57	3.7
NM_001042399	9.43	2.46	8.02	9.29	2.38	4.45	5.06	10	5.4	1.1
NM_006779	0.28	1.68	4.47	5.7	8.41	6.17	1.54	8.28	9.86	7.32
NM_138973	5.29	9.14	3.08	5.41	8.56	0.76	2.96	0.07	0.15	9.68
NM_138972	5.83	3.41	7.51	0.75	8.16	7.87	2.17	2.88	4.02	6.89
NM_138971	9.31	4.62	6.64	3.23	5.14	7.21	7.65	3.83	8.65	0.8
NM_001122	5.86	10	1.24	1.08	4.2	2.27	4.59	9.68	7.85	7.42
NM_014939	3.57	6.36	9.1	9.45	9.44	2.41	3.6	7.42	5.53	4.8
NM_133280	3.68	6.37	7.91	6.49	2.25	7.67	2.41	3.54	7.08	0.35
XM_940335	2.36	2.54	0.3	6.2	2.28	2.82	7.3	5.57	5.99	3.61
NM_133279	7.54	6.37	2.21	5.24	2.5	6.17	3.23	5.51	7.84	2.08
NM_133278	9.78	1.78	0.83	2.76	9.62	7.91	4.14	0.31	5.75	9.01
NM_033546	5.79	2.6	8.36	6.12	2.77	9.55	2.83	4.28	9.71	3.82
NM_133277	7.82	2.56	5.96	4.32	7.07	5.68	1.33	2.99	3.31	5.32
NM_133274	7.64	9.04	8.48	5.09	3.98	3.1	0.03	6.36	9.42	5.58
NM_133273	4.63	9.33	2.93	5.06	1.36	2.13	1.45	8.42	3.26	2.65
NM_133272	3.43	3.29	2.07	3.43	3.07	5.04	7.11	6.9	1.87	9.03
NM_133271	2.08	7.82	4.32	3.79	3.77	5.97	2.97	1.7	9.11	4.97
NM_133269	4.56	1.43	8.37	2.74	8.92	3.14	3	8.7	8.53	4.25
NM_014996	6.6	4.97	7.83	1.22	7.74	1.56	4.55	8.3	9.33	7.15
NM_001001396	7.38	2.78	9.73	2.45	6.7	2.74	3.24	0.68	6.86	0.46
NM_031882	5.07	1.13	2.23	8.85	0.08	2.8	1.97	2.34	5.69	3.94
NM_001080411	3.12	1.1	9.95	7.12	4.91	0.45	2.09	4.44	2.41	1.16
NM_005898	7.13	8.63	4.14	1.63	3.89	0.95	5.63	5.15	2.69	6.93
NM_000606	4.7	3.97	5.03	0.36	3.4	5.04	6.73	5.28	6.77	0.18
NM_203488	2.45	1.48	7.08	7.94	7.96	6.26	8.73	8.83	1.09	3.54
XM_934366	0.63	7.48	5.79	4	8.52	4.92	2.47	3.98	4	0.55
NM_018491	2.37	3.6	3.02	7.77	2.55	5.81	6.5	1.36	0.64	1.38
NM_199414	1.08	3.18	5.86	7.26	1.67	8.46	2.94	9.36	3.4	1.54
NM_199413	1.24	1.37	0.43	2.44	0.66	6.33	5.81	3.58	3.57	6.15
NM_000194	0.72	5.93	2.89	5.44	1.65	8.08	7.42	4.67	7.14	2.55
NM_001024644	2.41	9	9.58	4.55	2.33	4.5	8.77	2.95	3.97	5.24
NM_001039724	0.67	3.83	8.45	1.73	3.04	0.78	0.87	3.58	8.98	7.25
NM_001002918	1	7.6	7.36	1.14	0.05	4.25	8.96	2.95	7	9.87
NM_001884	7.71	8.14	2.66	9.96	0.89	5.26	1.73	3.02	4.13	4.92
NM_198320	6.5	7.24	5.95	2.48	1.19	8.65	3.03	6.46	3	4.14
NM_145865	0.31	2.22	4	4.37	5.19	1.46	6.61	6.77	5.65	0.66
NM_138705	3.57	8.13	3.9	1.04	5.09	7.54	6.32	2.7	1.97	2.34
NM_017545	0.07	3.59	5.06	1.93	0.63	1.06	6.64	3.88	8.53	8.94
NM_001458	3.99	8.59	1.91	0.86	7.44	9.13	9.02	0.31	2.73	1.02
NM_014989	5.93	0.67	4.2	7.23	7.37	0.36	3.62	8.28	7.96	5.95
NM_001080453	7.61	9.97	7.27	7.17	3.14	7.22	9.87	9.39	6.37	1.02
XM_940123	3.77	0.37	2.74	3.62	7.06	7.03	3.16	0.63	8.48	0.03
NM_199184	1.72	3.27	2.56	3.35	0.14	9.91	6.45	2.56	7.67	9.77
NM_138995	5.43	2.52	3.23	1.49	0.21	2.9	1.2	2.38	9.68	6.34
NM_001093772	1.41	9.41	1.22	8.7	1.04	0.13	3.19	6.99	7.9	5.61
NM_031268	6.35	2.6	5.49	8.42	1.5	2.04	7.91	0.98	0.93	2.42
XM_001132361	8.87	5.82	5.3	4.92	3.28	7.94	8.31	9.28	1.54	5.37
XM_001125915	3.49	7.23	5.55	2.49	4.81	6.1	6.16	8.69	7.01	0.58
NM_024963	0.91	4.03	3.87	1.16	0.42	5.18	0.9	9.67	9.47	6.67
NM_198391	5.46	0.79	3.13	6.14	1.03	9.5	2.86	7.58	0.87	2.51
NM_001105556	0.87	0.01	5.27	4.94	1.51	8.84	9.4	9.36	3.87	1.04
NM_019559	5.98	5.16	6.09	0.01	0.5	7.98	2.87	2.01	5.16	0.61
NM_018932	8.59	1.89	3.09	3.26	5.94	9.95	4.95	2.02	3.29	3.67
NM_033086	8	8.64	9.42	6.56	5.41	9.79	5.03	4.51	6.56	7.97
XM_938346	0.67	9.13	1.12	0.37	3.9	3.02	9.6	7.29	1.93	0.79
NM_181307	1.04	3.37	0.17	1.2	3.9	6.21	3.68	0.85	4.38	7.21
NM_181306	8.63	6.12	5.2	0.56	3.93	4.72	7.5	8.5	0.56	8.52
NM_181305	3.04	2.73	4.14	8.14	6.44	8.83	6.1	8.65	2.57	2.17
NM_181304	2.12	6.55	6.03	8.46	5.57	4.67	6.63	0.21	7.78	8.75
NM_000257	9.87	7.49	5.63	3.01	4.59	1.05	3.31	2.08	4.13	4.67
NM_003500	3.76	8.65	7.03	3.58	8.09	6.91	3.52	3.32	9.71	4.72
NM_199285	4.53	5.55	5.61	3.01	7.91	9.18	5.4	3.16	1.75	3.99
NM_032087	0.54	1.32	4.08	4.74	7.63	1.82	4.18	5.66	3.11	1.92
NM_003347	4.76	6.25	4.39	4.72	8.14	1.16	2.48	6.26	6.71	4.59
NM_022778	2.24	3.69	8.27	2.97	8.8	4.44	7.12	6.17	5.88	8.91
NM_032857	7.04	8.56	0.04	7.21	8.83	0.47	7.21	2.13	6.1	6.05
NM_018938	5.07	8.47	8.38	9.09	3.33	2.62	9.09	3.04	2.36	5.25
XM_001125898	5.81	1.82	2.17	4.01	3.89	1.98	3.44	8.87	7.85	1.26
NM_004913	7.11	2.16	5.09	9.14	9.46	1.52	3.85	6.01	4.63	4.99
NM_017743	9.06	7.07	0.29	9.95	0.78	1.74	8.11	3.35	5.09	6.27
NM_144766	1.74	2.49	6.38	1.24	1.26	2.34	7.06	7.15	5.82	7.21
NM_005620	4.73	2.12	2.36	6.31	2.6	8.75	3.72	5.39	1	6.01
NM_003537	2.83	7.44	3.04	3.57	7.84	8.78	1.27	3.98	3.57	6.3
NM_003536	3.47	5.76	8.94	4.59	1.4	2.24	3.52	9.71	3.49	6.98
NM_003535	0.16	4.65	5.59	7.79	2.81	1.65	4.92	7.77	0.68	2.35
NM_003534	4.23	6.85	4.26	2.27	8.87	8.91	4.46	0.97	1.47	1.91
NM_003533	9.82	8.36	4.43	3.01	2.9	4.28	1.42	0.69	4.42	9.41
NM_003532	9.03	0.46	0.89	2.72	6.1	9.59	3.23	7.05	2.22	7.72
NM_003531	7.72	4.08	9.81	4.76	3.68	5.01	0.62	9.66	8.48	2.5
NM_003530	0.73	2.39	8.3	4.16	3.32	9.46	2.33	0.36	3.89	6.08
NM_003529	4.49	1.25	4.02	8.86	7.12	9.09	6.09	4.62	3.1	0.23
NM_022757	8.59	4.09	5.08	9.7	5.2	3.85	0.03	9.03	2.35	3.54
XM_496436	6.71	7.55	4.39	4.17	3.82	7.44	5.2	2.37	9.05	6.69
XM_001648304	3.08	3.15	7.11	2.12	3.06	9.04	1.04	6.64	6.38	3.9
NM_183413	6.58	2.73	4.5	6.27	0.6	3.64	5.06	3.54	8.91	1.5
NM_183412	7.38	6.68	5.51	4.54	7.71	0.46	4.8	9.66	0.97	7.48
NM_004171	4.11	6.52	7.28	3.31	6.96	5.25	4.72	7.49	0.76	1.11
NM_198896	5.21	8.85	9.7	6.83	4.53	8.36	2.56	2.04	9.47	0.02
XM_086186	0.42	9.41	9.66	2.68	4.16	9.29	0.9	8.32	3.54	9.66
NM_001077180	6.24	3.08	3.31	1.78	2.54	9.92	1.34	7.7	8.54	9.86
XM_001125757	5.09	6.34	5.33	9.84	9.12	9.41	5.88	4.12	3.6	4.69
NM_002934	4.18	8.06	6.69	6.25	2.25	6.2	4.41	1.63	3.25	4.38
XM_001125727	0.77	8.63	8.92	4.79	0.45	9.1	6.74	0.86	0.29	3.85
NM_014244	5.63	7.66	9.41	4.57	6.76	1.23	0.06	9.79	6.71	6.61
XM_001125704	8.94	4.31	1.07	0.97	0.39	7.36	6.89	7.9	9.96	8.97
NM_001010851	3.01	2.31	7.19	7.76	9.25	3.54	3.86	7.03	6.17	2.77
NM_014491	2.67	6.22	9.45	1.78	5.58	1.7	7.27	1.92	2.81	2.66
XM_001134256	4.01	2.79	9.46	0.06	3.73	9.98	5.99	0.94	2.32	4.22
NM_001898	8.82	4.14	9.36	1.76	3.14	5.51	7.3	5.91	4.03	4.02
NM_016383	9.79	8.38	4.54	0.92	5.04	3.22	1.12	7.92	7.45	7.65
NM_001006113	3.07	9.85	9.75	0.01	4.5	1.73	4.1	4.29	7.42	0.49
NM_003778	0.56	6.63	5.74	3	4.4	7.85	4.36	3.06	9.84	1.23
NM_021181	4.51	0.5	6.9	7.23	7.64	1.97	4.83	3.31	8.45	3.67
NM_001100913	5.89	7.29	2.79	3.58	2.34	0.5	5.37	8.27	0.99	6.79
NM_003131	4.02	2.39	4.68	7.59	5.79	0.09	7.88	2.77	3.33	8.22
NM_001018070	4.67	5.15	2.49	5.02	0.46	3.62	9.75	1.09	9.13	6.02
NM_001033723	0.13	4.14	7.05	5.85	1.21	9.41	9.84	9.25	2.46	8.71
NM_017518	3.84	0.75	9.11	0.6	8.69	4.37	9.3	3.45	7.76	7.62
NM_005190	3.7	5.61	3.38	7.74	6.55	3.21	2.98	8.14	1.35	3.74
NM_001077490	7.85	8.23	6.85	0.61	4.9	4.43	0.46	8.91	0.94	1.21
NM_001077489	4.57	3.14	7.41	4.76	2.01	3.83	1.63	3.82	1.65	3.7
NM_001077488	8.19	6.87	7.4	6.6	3.67	2.3	9.07	2.76	4.45	3.97
NM_001001665	6.44	2.32	1.93	0.31	0.09	8.28	0.49	7.93	3.29	4.74
NM_001031812	1.28	0.69	1.81	8.93	5.82	1.27	6.83	6.19	0.69	0.39
NM_017885	1.27	0.01	4.51	8.71	6.73	1.34	0.1	9.4	0.83	7.87
NM_016546	3.02	5.05	6.43	6.58	0.7	1.92	5.54	1.47	2.2	6.24
NM_153483	8.65	7.37	7.32	3.48	3.53	1.73	1.63	5.85	1.67	7.87
NM_153482	5.39	6.53	1.79	2.03	3.7	6.59	4.82	6.89	1.59	8.99
NM_153481	8.24	3.89	6.13	3.41	5.23	0.28	8.11	3.51	1.67	6.26
NM_153480	9.08	6.78	6.98	6.15	7.69	1.01	2.53	4.17	5.21	7.53
NM_002929	1.62	9.61	5.09	3.8	6.23	6.51	6.17	4.59	0.13	8.85
NM_005716	3.32	0.23	1.47	3.24	4.35	9.69	3.98	7.63	5.27	0.95
NM_144609	3.25	4.84	3.67	2.41	9.94	7.21	6.94	5.8	8.46	1.91
NM_018168	2.39	8.24	4.01	8.59	6.68	5.61	2.9	5.45	0.43	2.7
NM_021136	8.95	7.9	0.88	7.81	1.11	0.92	4.04	7.42	1.97	7.56
NM_198841	2.19	9.16	4.74	3.38	0.33	4.58	3.84	3.7	8.42	0.88
NM_005705	5.4	0.55	1.2	6.35	5.93	9.15	6.77	2.48	6.6	5.47
NM_004328	1.62	4.12	0.33	9.6	6.69	2.61	1.31	9.34	4.78	0.22
NM_014641	6.2	1.94	4.2	3.44	4.05	4.56	9.82	4.64	0.74	5.1
NM_001040666	4.21	4.69	0.57	8.11	9.07	4.66	4.07	8.39	0.63	9.5
NM_001040665	1.41	2.5	4.87	0.52	1.74	5.83	2.42	7.26	2.23	7.87
NM_182690	9.27	1.8	3.95	3.45	8.56	6.28	3.92	8.93	8.16	5.59
NM_182689	4.77	1.32	6.31	1.11	3.46	2.51	8.43	1.45	0.47	0.73
XM_946374	5.92	3	1.78	7.75	9.38	7.8	7.26	0.57	0.68	1.54
NM_001070	5.16	9.09	6.74	7.02	0.89	6.78	9.29	7.2	9.15	2.38
NM_000802	8.8	3.7	0.99	8.7	9.26	2.6	6.31	4.21	3.8	8.95
NM_001085454	0.59	8.15	4.27	2.78	9.84	1.42	7.01	1.66	9.81	7.56
NM_023928	5.29	3.24	3.78	2.87	2.11	6.2	9.13	6.44	1.61	1.09
NM_032484	2.64	4.45	0.1	9.3	7.94	6.98	5.61	7.67	1.56	6.57
NM_015100	4.3	3.76	7.64	0.52	6.39	4.63	9.99	9.8	1.17	1.3
XM_001132665	3.14	1.46	0.64	3.48	7.01	0.62	9.59	5.35	2.55	2.3
NM_001105568	7.21	7.59	7.52	4.06	9.95	0.81	7.24	1.48	3.21	0.27
NM_001105567	2.49	0.63	5.04	7.11	0.06	6.93	9.06	2.56	5.62	5.26
NM_001105566	9.57	3.78	2.57	3.8	7.1	8.9	0.08	3.28	5.85	7.04
NM_001025468	8.48	8.29	9.33	2.99	5.77	2.08	4.07	7.67	3.9	0.66
NM_001100397	3.76	0.64	9.55	5.83	6.79	8.27	9.16	1.96	6.45	3.14
NM_002924	2.6	8.83	9	0.38	7.8	0.82	5.62	4.75	8.05	3.28
NM_003574	7.14	5.66	6.65	6.47	9.3	3.8	5.7	3.52	5.57	8.54
NM_015834	9.15	7.17	1.34	7.86	0.49	4.86	3.98	8.85	8.04	2.12
NM_015833	0.83	2.72	5.13	3.78	3.03	1.1	3.73	8.26	9.71	9.55
NM_016115	6.21	2.44	3.63	2.62	6.99	4.82	8.23	7.69	0.78	6.07
NM_001835	0.77	6.78	6.43	1.66	6.72	1.38	0.15	3.44	8.18	0.97
NM_020971	4.16	2.95	6.6	7.03	7.38	0.79	7.71	5.9	4.98	0.5
NM_013937	9.47	7.29	7.3	5.03	6.93	2.03	5.18	3.49	9.23	7.98
NM_138730	3.16	5.02	0.45	0.25	3.41	6.99	3.05	8.89	8.61	3.67
NM_018340	3.11	0.85	7.48	4.84	8.49	1.71	1.75	3.32	6.95	8.06
NM_206956	1.66	6.44	2.04	8.41	7.26	6.61	9.01	7.19	7.65	8.86
NM_206955	8.56	5.57	1.65	6.6	9.33	6.13	9.82	1.37	5.21	9.15
NM_206954	4.73	4.97	7.81	4.44	5.19	4.32	3.06	2.65	1.74	8.27
NM_206953	7.86	8.39	6.24	1.84	1.31	1.16	8.84	1.82	8.38	3.95
NM_001012718	2.77	0.26	2.22	4.7	8.4	0.79	3.88	9.76	5.83	8.64
NM_004610	6.14	7.47	2.68	4.96	6.92	0.16	5.48	9.91	3.97	6.15
NM_001004479	7.12	0.18	0.19	5.29	9.87	7.44	2.76	0.75	6.54	9.54
XM_376905	7.55	1.57	8.53	5.81	1.86	3.3	2.31	1.21	6.3	9.37
NM_018192	2.06	0.47	4.46	2.71	6.31	7.96	2.73	0.48	4.65	7.69
NM_001079522	2.28	9.27	6.92	2.31	0.76	4.22	2.05	7.95	5.69	1.93
NM_001079521	6.34	5.28	9.52	4.51	1.12	5.91	8.62	5.42	0.11	8.32
NM_014112	2.65	8.62	8.73	5.48	6.15	9.37	9.74	2.14	4.46	5.24
NM_182847	7.57	2.51	0.71	5.19	2.87	0.42	1.18	4.39	7.3	3.02
NM_022362	8.98	9.73	9.62	3.8	9.06	2.89	4.23	3.09	1.66	4.89
NM_004996	6.95	2.39	6.37	6	2.53	4	9.73	1.94	5.62	6.54
NM_198586	0.7	3.97	1.34	8.67	9.88	1.04	0.77	9.74	9.85	5.32
NM_001437	6.19	7.33	7.14	7.86	9.01	3.7	1.47	4.57	4.87	5.16
NM_005792	9.44	3.01	1.41	3.11	2.6	0.93	8.78	4.5	1.24	1.8
NM_001039506	0.27	7.75	3.91	2.47	6.98	9.94	0.85	3.02	5.7	2.36
XM_936224	4.67	5.61	6.46	0.85	4.78	5.77	5.54	2.25	8.77	5.83
NM_024598	3.2	3.65	0.97	8.94	9.39	9.2	7.94	6.46	7.69	4.94
NM_138450	2.87	6.58	2.91	2.85	4.78	0.76	6.47	7.77	3.75	5.64
NM_133452	1.81	1.27	3.12	7.32	4.09	9.58	1.25	5.77	4.34	4.37
NM_001077654	2.35	0.83	2.31	6.8	9.88	4.06	1.93	5.3	5.74	7.06
NM_021188	3.7	9.3	8.04	6.63	7.81	1.86	0.2	6.04	3.46	5.19
NM_003823	8.02	3.72	6.75	9.94	1.08	4.39	9.48	3.46	5.11	0.44
NM_032192	3.12	7.61	8.74	8.46	6.6	5.43	2.07	8.74	3.91	8.03
XM_800189	7.86	2.25	4.64	3.66	5.19	2.65	7.91	1.93	8.44	5.69
NM_020700	7.49	1	4.04	4.97	8.01	6.42	4.66	6.94	4.34	8.42
NM_033295	6.28	2.63	9.19	8.71	0.01	2.42	5.13	7.63	2.52	1.7
NM_033294	0.97	3.1	2.12	8.5	3.68	4.36	9.66	5.25	5.39	3.74
NM_033293	9.15	7.45	6.08	3.37	5.27	3.03	3.67	4.13	1.99	7.28
NM_004985	4.84	8.2	0.84	5.31	9.34	8.55	4.94	9	7.73	0.85
NM_033292	5.69	8.07	9.93	2.94	8.86	8.69	2.72	7.91	7.13	2.02
NM_001082971	7.01	5.83	2.32	5.21	6.58	4.19	2.51	5.95	0.38	1.23
XM_001133163	7.61	8.46	3.06	0.01	7.74	9.35	8.83	8.76	3.56	9.49
NM_001103148	1.83	5.54	2.62	7.89	5.79	8.84	8.2	7.82	1.09	8.17
NM_001103147	4.13	6.02	2.5	0.5	6.45	1.63	5.27	6.7	6.91	0.78
NM_001103146	5.16	0.03	1.59	5.82	9.6	2.65	1.14	9.97	9.86	8.86
NM_203408	3.89	6.01	7.08	0.6	2.1	6.8	0.93	8.3	5.74	5.85
NM_032436	6.41	5.29	9.43	2.82	7.21	5.86	7.32	4.64	2.6	2.7
NM_020943	1.5	5.31	1.1	0.33	0.72	8.56	9.76	5.39	9.97	7.18
NM_152237	6.54	4.63	5.8	6.09	8.24	6.17	0.67	0.45	0.2	1.1
NM_152236	3.98	7.8	0.13	8	0.08	6.28	8.5	9.03	9.9	5.72
NM_016437	0.48	5.05	0.72	4.13	9.78	1.45	3.99	8.48	1.63	2.07
NM_138300	3.48	7.02	2.17	2.09	0.78	0.17	0.4	2.39	5.82	7.64
NM_001018062	4.68	1.77	1.48	6.67	9.96	7.32	9.27	8.77	9.75	1.04
NM_001018061	6.66	2.37	7.86	1.99	8.8	5.14	5.46	3.06	6.5	7.24
NM_004233	2.92	0.03	3.59	5.2	3.37	1.1	9.18	6.89	7.06	9.44
NM_015965	4.95	9.53	5.39	9.14	6.94	7.26	0.12	1.79	5.45	3.39
NM_000221	1.34	7.99	4.32	2.84	3.58	0.92	1	5.3	5.27	3.06
NM_001012636	6.12	3.69	4.55	4.15	2.76	0.3	7.13	3.34	4.75	4.38
NM_001012635	7.82	6.1	8.3	1.99	1.72	8.02	6.59	9.57	9.2	9.03
NM_001012634	3.15	9.26	7.44	0.16	7.66	0.49	2.25	1.07	9.61	7.43
NM_001012633	8.46	4.52	6.86	0.95	2.64	4.35	9.06	8.65	0.49	1.44
NM_001012632	1.52	5.4	6.34	8.62	9.53	9.88	6.79	5.61	2.66	4.22
NM_001012631	1.17	2.98	4.18	0.09	8.74	4.89	1.73	4.53	4.72	7.87
NM_000164	1.58	2.13	5.6	9.41	9.24	9.78	1.13	7.39	4.4	9.47
NM_018218	9.38	7.65	0.98	2.27	4.72	2.54	4.7	7.54	1.09	9.91
NM_012295	8.66	3.98	8.23	5.06	6.75	1.31	6.39	1.47	9.07	6.29
NM_001037442	7.86	4.76	4.79	8.12	9.25	2.2	6.25	5.02	6.93	1.17
NM_016507	0.35	0.75	3.11	0.77	8.4	6.9	4.36	2.79	6.48	3.65
NM_000040	7.82	1.43	4.31	8.43	2.02	4.34	0.07	5.6	1.06	3.57
NM_024567	2.69	2.96	5.62	3.43	8.59	0.76	1.2	4.02	4.65	2.02
NM_001098424	6.04	8.82	3.04	3.71	7.26	5.59	7.08	0.7	3.61	5.67
NM_032548	4.83	7.26	6.62	3.64	8.61	8.53	2.58	1.55	1.43	4.8
NM_014961	0.3	1.42	8.68	3.44	6.33	0.1	0.02	2.79	8.21	1.51
NM_007167	7.88	4.35	5.66	1.6	3.05	4.43	5.27	8.52	4.7	3.84
NM_003313	8.96	3.28	9.12	4.15	5.06	0.16	7.85	8.24	8.35	5.58
NM_007067	5.46	1.45	0.27	9.26	5.94	2.76	1.16	2.76	8.07	0.37
NM_016944	1.76	0.36	2.74	2.2	5.14	1.23	6.2	6.82	0.44	9.69
NM_001080398	5.37	8.57	8.55	6.96	2.27	6.02	5.16	2.89	0.95	8.28
NM_015902	6.96	6.77	1.37	9.59	6.66	1.32	0.92	8.15	8.04	7.56
NM_014910	8.3	4.99	8.54	8.29	3.39	7.4	6.87	7.27	0.64	0.78
NM_000255	9.35	6.37	8.68	4.97	2.36	2.29	3.66	1.92	0.85	4.01
NM_015873	7.43	1.81	2.09	3.72	6.44	2.77	4.91	6.63	9.67	9.63
NM_199464	1.79	2.01	0.71	0.38	4.16	7.57	7.27	9.66	6.46	8.42
NM_020117	4.02	8.15	0.16	1.64	2.32	9.61	2.93	0.69	0.6	5.05
NM_144578	4.1	4.19	9.95	5.7	5.24	7.91	0.37	9.69	6.17	6.86
NM_002176	4.71	2.04	4.3	5.58	7.53	8.67	6.46	6.54	3.52	7.86
NM_007146	8.97	7.67	5.55	0.78	9.26	6.87	3.05	2.49	6.05	8.44
NM_017522	5.43	2.17	4.27	8.54	8.81	8.83	1.37	5	1.44	9.93
NM_024581	0.83	5.72	8.85	9.72	0.29	8.97	3.59	9.89	8.27	2.24
NM_016077	6.8	3.78	3.85	2.77	0.99	4.89	9.64	2.06	5.25	7.48
NM_001098814	8.58	1.44	1.71	8.7	6.48	9.32	3.62	6.07	1.05	7.36
NM_001004052	9.29	0.24	5.71	0.67	2.93	3.32	2.64	8.53	8.76	3.68
NM_003512	8.32	9.18	0.2	1.39	0.51	4.78	6.43	7.66	7.9	1.7
NM_006275	9.75	4.42	5.9	8.79	5.22	4.2	5.35	0.6	5.77	5.23
NM_016279	0.87	2.37	1.31	0.08	2.17	3.11	3.77	5.92	3.16	3.15
NM_007106	7.71	6.83	1.18	3.66	5.23	7.31	1.13	5.2	9	1.61
NM_032025	8.42	8.4	4.12	3.85	1.97	5.51	1.74	2.07	4.84	1.52
NM_001017421	8.73	7.13	6.1	8.2	1.42	5.31	0.03	0.94	0.09	4.32
NM_213647	8.06	7.58	4.29	4.43	3.63	4.22	5.49	8	5.48	5.26
NM_213590	6.23	9.83	8.43	2.28	4	9.85	1.81	7.66	5.9	5.09
NM_001099431	1.42	0.09	1.72	1.63	0.01	6.06	1.22	4.97	4.74	6.34
