RefSeq	Patient 1	Patient 2	Patient 3	Patient 4	Patient 5	Patient 6	Patient 7	Patient 8	Patient 9	Patient 10
XM_001134455	5.31	7.49	2.41	7.45	7.3	4.79	0.52	2.61	8.89	7.81
NM_013355	9.02	7.53	0.41	1.65	2.45	1.03	3.65	0.97	9.61	0.2
NM_018059	6.94	0.92	1.62	2.47	9.72	0.14	8.36	1.15	2.79	0.62
NM_033090	6.16	6.86	1.59	2.26	8.34	6.54	9.81	2.46	0.62	2.65
XM_001134432	0.39	4.5	4.61	5.92	8.95	7.08	4.38	8.98	3.4	4.82
NM_152417	9.52	2.68	7.57	4	9.13	4.01	0.93	2.41	8.35	1.06
NM_181538	6.6	0.06	4.38	8.6	0.75	6.36	5.19	9.44	6.11	1.94
NM_182935	5.95	6.92	0.67	2.54	8.11	9.86	7.97	4.94	7.58	6.79
NM_006406	1.71	7.55	9.89	2.17	9.45	2.6	9.98	4.07	2.3	1.1
NM_003902	9.19	2.48	4.76	4.49	1.25	8.78	7.28	9.94	5.44	9.29
NM_213566	6.19	9.15	4.75	5.6	9.47	6.99	8.54	5.46	0.56	4.32
NM_031209	5.71	3.6	1.24	2.03	3.76	5.45	5.93	4.14	1.24	8.27
NM_014889	9.02	0.24	1.62	3.81	3.66	8.85	2.31	7.31	7.57	2.66
NM_021232	3.33	5.32	8.89	2.05	7.63	5.3	6.33	2.25	9.76	6.83
NM_006044	3.92	8.01	9.26	3.26	8.42	7.89	6.74	6.06	3.44	3.41
NM_000994	9.23	9.24	8.03	0.34	2.77	5.68	0.53	7.37	7.39	2.1
XM_374405	3.6	9.79	1.82	1.33	0.28	9.58	2	4.06	4.07	0.05
XM_941871	4.95	7.14	5.52	1.73	0.11	5.87	8.12	1.61	1.95	6.48
NM_014364	6.06	3.47	2.97	2.91	2.27	8.4	6.66	9.81	2.07	4.72
NM_004929	3.08	8.69	2.73	2.67	9.68	7.61	0.49	2.03	7.62	4.4
NM_021807	5.64	8.48	4.89	8.3	1.41	3.12	7.73	1.24	9.08	3.3
NM_014154	6.88	4.74	3.02	7.27	3.16	1.18	6.81	3.25	5.35	4.09
XM_001130164	9.62	8.75	9.19	9.82	8.74	5.84	6.72	0.65	0.54	6.6
NM_001905	4.76	1.98	7.66	5.25	7.41	7.13	3.69	8.83	6.85	5.84
NM_178842	3.15	5.43	2.39	9.23	1.31	6.24	7.84	3.82	9.63	1.82
NM_000845	7.48	9.06	5.84	8.68	2.17	2.06	1.36	1.36	0.55	8.42
NM_016458	4.92	3.06	0.95	2.06	3.31	7.98	9.56	2.23	7.34	7.29
NM_175081	5.27	4.66	3.62	6.88	2.12	3.62	9.28	2.1	9.89	9.71
NM_175080	8.19	1.47	1	0.21	0.08	8.98	4.62	6.98	0.5	5.98
NM_001077198	5.44	8.09	5.11	1.95	6.46	2.17	1.49	9.85	9.76	9.72
NM_001024666	7.87	7.43	3.87	9.79	3.39	2.15	3.98	8.62	2.82	5.58
NM_017411	3.51	8.96	3.41	7.66	7.38	3.78	5.14	9.59	9.39	3.79
NM_016422	4.45	5.62	5.52	3.6	8.9	3.2	5.14	0.82	9.37	9.93
NM_033048	4.81	8.35	5.49	2.25	3.11	2.29	2.34	9.77	5.62	6.19
NM_173676	9.67	5.82	5	9.92	5.72	0.32	4.95	2.05	0.01	6.44
NM_152623	4.85	0.12	0.13	9.52	7.85	0.28	9.52	9.8	2.77	4.74
NM_006227	4.33	1.03	3.06	6.25	2.24	6.3	3.27	2.18	3.97	7.25
NM_000839	6.27	5.88	9.38	8.52	6.48	6.68	0.14	1.49	6.13	8.38
NM_020145	0.8	7.03	0.8	2.06	5.96	0.14	7.49	4.74	0.36	1.54
NM_000588	6.04	8.58	2.96	8.42	1.69	8.9	3.25	6.25	6.26	8.35
NM_014316	5.46	8.35	4.14	3.01	7.72	5.46	7.42	1.42	1.57	7.66
NM_145655	6.98	6.19	5.55	7.66	5.43	7.13	6.03	0.2	0.92	5.85
NM_145649	1.75	2.19	4.2	0.45	5.45	4.34	9.18	0.39	7.5	6.62
NM_006554	4.48	8.59	5.76	6.82	1.39	4.32	9.73	8.73	9.14	0.32
NM_020692	0.31	1.51	4.45	9.7	3.06	2.43	2.36	2.45	0.68	2.68
NM_000100	5.67	0.19	3.46	3.71	3.87	2.24	5.92	6.45	0.94	0.03
NM_016331	3.71	7.82	3.79	7.16	4.16	10	0.27	6.11	6.53	2.42
NM_001031803	3.91	1.29	6.26	1.03	3.34	2.01	4.36	6.51	4.75	2.73
NM_002355	0.62	7.33	8.98	5.44	3.99	8.1	4.03	8.06	2.9	6.51
NM_001349	9.77	1.29	6.76	0.07	6.43	8.4	6.92	5.91	8.6	7.14
NM_007032	7	9.99	9	3.7	3.02	9.62	4.85	8.54	2.38	7.13
NM_022489	6.25	5.81	3.87	3.74	5.4	1.22	1.76	9.29	1.98	9.8
NM_004342	6.64	6.03	9.78	7.34	9.6	9.58	3.73	9.16	3.95	1.23
NM_001033049	6.62	8.73	8.19	3.53	1.77	5.46	1.57	9.19	2.91	3.73
NM_020187	1.01	7.79	1.52	8.98	2.81	8.35	5.45	8.12	8.83	5.65
NM_015602	9.79	1.47	2.16	6.56	0.91	5.81	1.57	2.98	3.59	3.05
NM_001005492	4.1	7.79	4.04	2.2	3.94	7.52	2.93	0.55	3.46	2.15
NM_203346	5.94	0.85	2.48	1.05	6.12	6.33	5.01	0.34	6.16	2.94
NM_000285	5.07	6.13	5.78	3.44	3.03	9.43	0.85	5.08	3.47	2.77
NM_014874	2.29	9.26	5.04	2.42	4.02	6.5	7.55	7.53	3.95	8.13
NM_181842	1.37	8.94	7.58	3	2.57	8.5	6.5	0.19	5.93	2.66
NM_013402	2.94	3.55	9.65	3.23	6.42	1.58	4.83	3.69	6.3	8.34
NM_198392	5.8	8.22	8.45	0.08	1.39	0.28	2.69	7.11	3.34	1.92
XM_930038	5.83	4.56	3.1	6.59	1.48	1.71	1.64	1.01	5.3	2.59
NM_018913	7.75	1.9	5.13	5.48	9.53	3.87	7.17	3.46	1.92	4.54
NM_177455	5.47	4.04	3.45	0	7.12	0.6	7.65	9.16	3.36	8.36
NM_005476	0.68	4.68	3.24	6.11	9.33	1.99	1.15	0.81	8.07	7.33
NM_198902	2.08	2.93	8.2	1.73	1.77	0.17	0.45	5.64	5.88	1.79
NM_012145	1.73	9.92	2.83	8.52	3.59	7.28	7.79	0.65	9.48	6.74
NM_001012981	1.47	1.71	4.04	8.17	5.29	2.13	8.64	5.55	8.43	8.87
NM_018362	8.12	1.51	1.15	0.15	3.47	9.07	3.69	1.89	2.15	0.14
NM_005643	7.2	8.27	6.97	1.53	1.32	2.75	5.21	2.07	1.05	4.4
NM_199168	8.45	7.9	9.59	5.83	0.72	9.26	4.67	5.75	9.35	4.72
NM_030928	9.88	3.7	5.35	0.61	8.92	3.41	2.87	2.29	9.65	6.76
NM_018661	1.68	6.86	2.74	8.35	2.71	7.06	4.94	0.81	0.19	4.72
XM_001131210	8.77	9.4	4.03	5.53	3.78	1.7	7.03	8.2	0.03	7.4
XM_940188	5.55	3.89	8.81	4.32	2.79	5.65	8.79	8.74	0.6	6.79
NM_004085	5.39	4.68	6.53	5.51	6.87	7.06	5.2	6.91	6.72	7.14
NM_002903	2.68	0.7	0.3	6.56	7.11	3.71	1.39	4.72	4.78	0.13
NM_006446	6.16	1.22	7.79	9.76	6.78	3.75	2.83	6.8	3.49	3.3
NM_015025	5.16	5.98	3.29	5.59	3.3	5.46	2.12	2.83	5.32	4.28
XM_941578	9.68	0.69	9.3	0.27	0.14	3.33	6.23	3.26	7.16	7.27
NM_018714	2.41	7.03	1.66	3.5	2.18	4.97	4.59	6.09	5.47	3.1
NM_005412	1.8	2.01	3.06	2.92	2.9	5.03	5.85	1.98	9.28	5.51
XM_001129150	6.3	9.42	7.49	3.79	1.9	8.79	7.8	2.45	0.07	1
NM_145202	3.43	4.82	3.18	2.48	4.99	3.32	0.04	4.21	4.3	8.75
NM_012260	1.6	3.47	5.23	9.49	3.8	0.85	7.42	4.97	2.86	8.57
NM_182597	0.39	7.21	1.53	6	5.84	6.31	0.73	3	3.53	3.15
NM_201627	9.36	5.67	5.66	3.53	1.11	9.66	5.05	4.56	0.46	1.69
NM_001010898	6.67	9.6	1.01	2.93	6.83	0.28	8.28	0.04	6.34	1.33
NM_182525	2.68	6.47	6.57	8.42	9.85	2.81	8.28	0.53	7.49	1.28
NM_153206	0.73	4.61	3.24	6.52	3.69	8.16	1.55	4.75	6.39	4.35
NM_194272	9.61	3.16	0.65	6.16	3.25	1.86	3.11	3.74	2.64	9.68
NM_002201	8.48	4.69	5.02	8.5	1.25	3.1	0.97	7.64	0.83	3.21
NM_000574	6.56	9.17	6.35	3.11	5.17	9.87	3.19	5.76	1.69	6.94
NM_015327	7.36	5.06	5.79	1.64	2.78	5.73	0.28	7.2	4.55	4.21
NM_003991	3.95	8.74	8.47	8.5	8.37	3.69	8.62	6.8	4.19	1.57
NM_001018011	7.24	3.85	9.58	9.23	4.49	1.86	4.34	6.58	9.76	4.27
NM_015052	9.44	7.99	3.98	3.38	4.55	5.9	0.73	2.85	0.44	6
NM_013365	5.68	8.65	1.3	7.02	1.96	0.98	6.41	7.45	3.67	8.31
NM_032859	8.71	5.56	3.62	7.4	9.78	3.99	2.98	2.13	8.19	3.14
XM_370652	7.57	9.51	5.14	3.53	8.02	4.97	4.42	4.74	2.58	6.15
NM_207585	2.88	6.93	8.28	8.56	3.28	3.72	1.61	9.52	4.72	2.71
NM_207584	7.17	3.46	3.21	3.22	0.5	3.26	7.65	7.88	7.54	7.86
NM_174912	7.44	3.21	0.49	4.14	6.94	8.38	7.3	7.03	2.24	2.91
NM_001015882	4.56	3.78	1.01	6.91	5.99	0.79	6.55	0.33	4.92	7.43
NM_014483	5.93	2.87	7.25	8.75	4.28	4.95	4.68	6.09	7.57	5.26
NM_002857	2.99	7.1	9.3	8.46	9.73	4.03	6.09	5.77	2.83	9.7
NM_181465	9.95	8.47	7.54	2.43	2.86	7.85	1.75	7.24	1.64	4.58
NM_181464	8.61	3.56	7.54	5.31	1.39	8.66	6.06	0.81	2.35	5.39
NM_181463	9.15	8.32	7.08	8.21	6.51	7.78	8.92	2.57	6.33	3
NM_181462	5.11	4.45	0.83	8.01	6.16	3.31	3.88	0.07	6.96	8.86
NM_181456	8.29	4.25	6.84	5.58	1.53	2	2.29	4.07	9.51	2.66
NM_181455	1.57	5.35	8.74	1.71	8.69	2.76	3.51	8.66	1.8	6.11
NM_181454	6.91	6.45	3.89	0.94	9.05	8.34	9.73	2.05	6.24	4.37
NM_201546	4.59	3.67	4.33	9.37	3.43	0.79	0.1	6.51	9.58	3.66
NM_181441	4.99	0.17	1.92	4.19	3.69	6.08	3.55	2.87	6.09	4.85
NM_007329	8.51	9.93	9.11	0.42	2.86	9.18	7.15	7.02	9.1	2.94
NM_021170	4.98	0.88	5.85	5.37	9.27	7.1	0.83	9.51	3.11	6.81
NM_000624	4.35	5.84	7.58	7.71	4.8	5.74	8.61	7.43	6.56	6.54
NM_024569	5.18	9.53	0.12	3.36	9.69	9.46	5.43	7.06	5.44	4.27
NM_001004725	7.66	7.36	2.42	3.79	9.12	9.92	9.11	0.04	0.6	8.1
NM_145754	5.09	0.45	0.82	4.24	8.49	3.9	0.16	2.18	2.95	0.89
NM_024525	4.78	2.69	0.78	9.52	2.94	1.32	8.54	0.8	8.07	3.95
NM_005370	6.15	2.05	7.44	2.28	0.37	3.01	0.09	7.68	1.43	1.3
NM_003330	1.65	9.62	7.17	7.35	3.65	3.77	3.34	7.94	4.64	7.83
NM_019051	2.14	7.75	6.56	1.16	5.72	7.05	8.82	8.01	2.63	8.16
NM_001008274	0.09	0.79	5.91	0.78	8.74	6.71	8.71	4.47	5.61	2.87
NM_005860	8.89	3.47	6.76	6.58	8.14	5.63	7.68	4.52	4.4	2.1
NM_015896	1.58	5.74	0.55	4.54	0.28	2.96	9.55	0.85	3.06	4.16
NM_002279	5.77	9.44	7.21	7.8	0.7	7.68	5.11	1.92	9.28	1.18
NM_017789	7.6	9.03	0.38	3.97	7.93	9.63	0.65	6.65	2.59	5.24
NM_175735	9.15	5.25	5.69	8.07	8.29	7.93	3.98	5.59	5.65	0.31
NM_016445	8.65	6.37	5.49	6.36	3.98	1.41	6.73	1.45	4.01	3.88
NM_024029	4.77	2.49	3.59	7.2	8.43	2.88	8.3	4.53	0.12	3.1
XM_371179	6.59	8.46	6.17	2.21	5.23	6.31	1.27	2.62	7.88	3.22
NM_012429	3.21	0.15	6.5	3.27	9.97	2.19	3.28	1.78	8.92	1.31
XM_034819	0.7	5.36	0.83	5.95	2.7	7.83	2.97	0.62	7.69	8.36
NM_175630	9.58	5.56	5.47	0.67	4.96	0.34	7.37	8.39	0.72	2.93
NM_175629	3.16	8.62	4.04	5.7	2.82	0.04	5.03	9.02	0.56	5.89
NM_002661	9.31	8.92	8.38	1.26	4.09	6.5	9.04	1.42	0.04	3.75
NM_014880	8.73	3.87	2.55	8.88	1.48	8.12	6.28	0.96	7.04	5.93
NM_020353	8.27	3.06	4.87	3.71	8.98	3.35	8.9	9.09	7.52	4.75
XM_001130340	7.6	3.17	5.22	6.84	5.62	8.5	1.33	5.49	9.54	6.41
XM_001130332	0.3	9.22	1.29	0.59	0.17	0.88	9.8	9.62	8.84	2.03
NM_015328	5.18	9.52	8.75	4.65	8.03	1.68	8.63	1.15	3.76	9.12
NM_032432	2.19	6.84	9.54	6.21	9.05	9.29	1.43	2	9.12	0.07
NM_019005	5.29	9.39	3.21	4.78	3.85	6.96	3.35	2.49	4.93	6.89
NM_002031	3.7	9.45	7.87	5.07	0.89	0.87	5.78	8.17	2.86	2.06
NM_005323	7.17	7.72	5.4	1.58	8.31	6.39	2.26	1.52	2.23	6.88
XM_943179	9.64	5.23	0.79	2.49	8.65	2.7	1.96	9.92	1.49	3.43
NM_203476	8.87	8.98	7.99	8.43	0.58	0.33	1.21	5.23	8.3	6.33
NM_203475	4.83	5.08	7.82	5.37	7.43	6.31	1.37	1.55	2.83	4.98
NM_203474	4.73	5.68	1.62	6.73	7.14	6.6	2.11	2.1	4.44	4.32
NM_203473	3.66	1.67	8.76	7.95	3.52	1.65	9.75	6.03	6.37	0.28
NM_000914	0.98	7.13	5.26	7.65	7.8	9.32	1.45	9.23	4.25	6.28
NM_004131	6.38	5.3	8.79	4.08	0.79	0.38	5.45	0.04	9.07	2.15
NM_145341	5.8	9.42	5.33	9.12	9.24	8.7	8.57	4.04	9	8.44
NM_021016	1.07	7.92	1.17	8.43	6.54	6.03	0.16	3.7	9.87	9.15
NM_001004705	5.27	8.77	5.54	0.65	8.93	6.01	3.13	4.56	3.47	4.24
NM_005984	7.38	5.16	5.88	3.66	9.52	1.66	8.12	4.89	2.06	2.6
NM_001001964	6.84	7.36	8.38	6.24	7.24	3.72	5.27	5.63	9.15	0.33
NM_014624	2.87	7.81	5.92	4.63	6.86	5.64	3.78	1.21	6.06	9.48
NM_001925	6.53	0.41	1.56	1.73	7.81	9.59	2.1	0.48	7.71	2.91
NM_001048205	5.49	3.72	3.87	2.6	1.21	5.13	2	7.08	3.15	4.21
NM_005576	7.63	0.3	9.51	1.83	5.29	8.52	2.08	5.74	6.18	2.58
NM_004591	3.13	8.87	7.73	3.94	3.04	5.9	3.37	3.1	5.59	6.13
NM_145326	8.7	3.87	0.37	5.87	1.18	7.32	5.27	8.85	2.08	5.52
NM_020920	8.33	5.66	0.34	7.78	7.99	6.35	5.06	6.35	3.87	0.94
NM_001033056	2.71	4.43	3.2	4.61	8.01	6.24	0.74	1.49	6.31	9.06
XM_001131046	1.86	2.49	4.41	1.57	4	7.36	0.3	7.88	2.64	1.41
NM_001033044	7.64	4.58	8.72	9.04	2.09	2.85	4.09	7.78	3.91	4.69
NM_017860	1.44	8.3	5.75	3.49	9.48	4.36	7.02	2.45	3.35	4.99
NM_001078177	0.13	5.56	9.28	5.29	2.98	0.71	9.2	6.97	0.16	6.15
NM_001078176	5.24	7.76	3.94	5.87	7.71	1.35	5.43	3.27	3.45	1.1
NM_001078175	1.74	7.52	7.04	4.07	9.65	5.24	6.82	2.07	2.19	7.02
NM_001078174	5.32	5.07	8.03	9.94	1.01	2.39	7.83	8.11	3.92	5.27
NM_001018677	7.43	4.6	3.48	2.09	6.76	0.64	6.85	5.27	2.58	1.17
NM_001018676	7.03	6.92	0.25	8.85	3.51	2.2	0.17	4.57	7.13	3.91
NM_020335	9.02	4.52	5.9	5.01	1.9	3.26	3.61	6.28	6.78	7.34
NM_000239	4.6	2.32	8.88	3.67	5.07	7.03	9.11	6.78	4.81	8.05
NM_004273	6.67	2.15	1.04	1.34	2.16	4.9	2.13	4.49	8.62	7.34
NM_012467	7.89	3.5	3.89	3.44	2.48	3.59	4.82	1.51	5.08	3.67
NM_176853	9.43	7.4	6.7	9.04	2.5	3.34	0.48	8.34	7.64	3.02
NM_016343	1.4	7.83	2.66	8.07	9.3	1.51	4.24	6.58	3.05	1.66
NM_173609	1.55	5.16	2.65	1.39	6	5.23	4.57	7.54	1.44	3.95
NM_001645	0.41	4.53	1.96	6.69	0.31	2.67	1.93	7.57	1.89	9.3
NM_153815	7.78	3.13	1.45	2.14	0.09	1.88	9.69	6.62	2.13	3.8
NM_032353	7.35	4.58	7.98	0.51	5.24	3.94	3.14	1.58	0.44	2.39
NM_207007	1.48	2.45	3.13	5.13	6.84	8.7	2.09	1.27	1.76	8.45
NM_000325	3.04	1.91	6.99	2.8	9.02	7.89	2.83	1.18	5.6	8.05
NM_001287	4.73	9.74	3.86	4.17	4.76	5.59	1.26	6.47	2.5	4.99
NM_003930	8.32	9.81	1.51	1.36	4.08	2.42	7.36	6.9	0.91	8.78
NM_007286	5.91	9.71	2.91	7.43	5.88	3.53	6.61	2.38	1.66	7.53
NM_014603	1.26	0.15	5.42	5.91	2.57	5.18	3.36	6.95	0.21	7.91
NM_003800	3.82	3.53	5.38	3.97	5.3	7.54	9.36	3.98	4.06	2.99
XM_114618	3.54	0.01	2.42	9.25	1.17	2.05	8.69	8.12	7.84	0.11
NM_001004481	4.39	9.03	3.16	9.85	5.62	1.08	6.74	0.05	5.8	4.04
XM_290972	2.52	7.4	5.75	9.84	6.48	4.86	4.63	2.83	6.14	8.5
NM_182854	1.87	5.67	2.77	7.03	9.16	8.4	3.75	4.48	1.72	1.04
NM_203281	7.1	3.45	6.35	4.46	3.63	7.32	7.48	1.55	2.12	3.1
XM_800216	4.39	9.89	0.16	1.41	0.48	2.22	4.93	0.71	8.78	9.91
NM_194071	9.51	0.25	1.49	6.06	1.25	1.26	7.84	2.25	5.62	5.73
NM_031915	8.54	1.75	2.1	7.95	3.11	1.68	4.5	4	5.47	8.09
NM_018461	4.52	5.45	9.43	6.7	3.46	2.93	4.13	7.67	8.94	6.06
NM_018906	4.75	8.01	5.43	1.94	8.96	2.61	3.27	5.52	9.08	6.83
NM_001042540	0.27	9.28	9.14	2.02	2.76	6.92	1.32	6.08	7.66	5.11
NM_014596	9.84	0.52	7.46	6.64	4.47	5.32	1.97	5.79	2.87	1.34
NM_001080512	2.18	2.61	8.92	4.03	5.71	3.25	0.12	0.79	1.66	7.99
NM_005037	7.3	6.19	9.39	0.87	6.27	9.12	1.49	0.64	4.79	9.02
NM_002268	8.85	5.04	3.36	1.65	6.38	8.58	5.58	2.06	9.64	8.67
NM_001083330	6.78	4.93	7.8	7.7	0.78	0.28	9.23	7.57	6.47	6.04
NM_001099736	3.97	8.34	0.43	2.21	8.42	4.02	3.62	5.13	3.41	6.36
NM_001099735	6.74	8.54	7.25	5.09	8.86	2.16	0.41	3.57	4.72	2.34
NM_003413	6.21	2.34	4.5	6.74	3.29	3.63	9.71	5.91	4.11	9.07
NM_013283	5.37	6.17	3.09	0.28	7.72	5.53	7.86	1.71	6.46	8.02
NM_004740	8.29	3.7	9.9	6.48	4.86	7.4	4.98	1.11	6.16	6.29
NM_020449	6.61	6.87	6.46	3.43	3.59	6.3	1.65	3.48	6	8.37
NM_001013440	3.14	9.31	4.54	2.42	7.81	7.41	7.55	8.33	8.59	1.82
NM_152943	5.63	8.28	7.88	6.99	0.1	1.33	8.12	2.69	6.61	8.68
NM_001013436	8.09	9.32	9.59	8.55	0.44	5	3.74	4.76	7.76	6.82
NM_001035254	6.19	1.21	1.53	5.22	6.83	5.31	0.38	9.51	4.19	9.87
NM_020125	0.36	8.02	1.74	1.17	4.86	6.93	9.38	9.16	9.11	3.68
NM_199181	6.41	9.13	1.1	9.92	4.52	7.42	1.1	1.66	8.67	5.6
NM_016081	2.1	0.93	4.44	2.65	2.71	8.84	6.99	1.89	5.85	7.4
NM_022463	1.63	8.17	7.16	7.07	7.44	2.11	2.74	6.11	9.32	1.58
NM_001039145	0.23	2.66	6.47	3.88	9.81	4.96	0.46	5.63	2.73	8.59
NM_001098512	5.64	0.94	6.87	1.9	3.88	0.89	5.68	0.02	3.7	7.5
NM_032756	6.02	7.2	0.32	6.92	3.06	3.18	9.48	6.16	5.12	5.63
NM_004090	2.75	0.06	2.22	3.72	6.29	9.82	5.09	8.47	8.87	7.09
NM_017971	7.51	6.61	9.63	8.93	3.05	9.29	9.43	4.49	5.41	8.55
NM_003196	3.11	0.65	6.67	1.39	6.68	0.5	6.96	7.71	7.24	8.73
NM_020924	7.14	9.95	2.38	5.14	6.77	2.05	0.02	9.17	7.65	7
NM_138817	7.03	6.87	1.12	4.99	4.3	0.55	7.27	6.75	1.04	4.28
NM_000773	1.65	2.4	8.78	9.34	9.79	2.18	1.46	1.71	2.71	6.82
NM_001033515	1.66	5.4	1.81	1.84	0.23	4.98	4.16	6.85	6.6	3.07
NM_018281	1.78	4.88	6.56	6.93	3.26	3.16	0.54	2.27	0.12	1.1
NM_000416	1.92	1.68	7.92	1.36	2.55	9.1	2.78	7.78	0.37	1.94
NM_001080113	1.5	5.92	9.27	8.47	4.7	0.29	6.13	2.63	9.46	4.4
XM_294581	3.96	7.49	5.47	0.96	8.97	6.41	0.66	3.05	1.77	9.1
NM_014368	9.22	7.87	7.31	2.23	8.81	8.22	4.27	8.43	5.16	0.96
NM_032438	0.35	0.96	2.63	0.12	1.08	8.87	1.71	4.7	9.11	3.08
NM_014425	0.74	2.42	3.27	8.65	9.75	6.69	9.89	0.63	8.24	5.14
NM_001006605	3.2	6.22	7.74	4.45	7.24	2.25	7.89	3.55	8.57	7.32
NM_014758	7.09	9.5	9.87	5.2	9.94	1.03	2.11	8.27	3.83	5.42
NM_015293	6.95	4.76	7.77	5.39	3.04	0.32	9.61	6.54	2.34	4.2
NM_022354	8.56	2.39	0.83	4.73	4.96	7.78	5.75	5.26	5.03	5.34
NM_080666	5.38	3.2	9.77	1.69	4.8	8.43	7.09	9.38	9.99	1.71
NM_014884	3.56	1.63	4.23	8.81	6.63	6.62	1.25	0.02	8.34	2.57
NM_025041	1.71	1.7	5.37	7.15	2.77	5.19	3.31	3.6	3.62	7.16
NM_033014	1.02	1.47	7.66	8.68	4.9	9.76	5.2	2.07	6.6	0.4
NM_001013630	1.65	0.95	3.81	7.37	7.07	1.62	4.99	4.78	6.1	9.4
NM_021622	7.89	2.92	6.9	2.37	9.6	0.5	3.69	3.11	7.81	7.03
NM_015660	1.38	9.49	9.4	9.85	9.76	6.69	4.58	1.23	5.7	4.07
NM_032589	8.07	0.07	4.91	7.29	1.58	9.03	6.09	6.44	4.77	5
NM_032888	9.99	3.84	1.35	5.02	2.31	9.33	0.68	5	3.66	4.43
NM_153634	3.01	7.66	6.56	6.92	7.2	8.8	7.33	7.34	5.02	5.66
NM_018991	8.3	2.73	1.38	1.17	1.4	3.99	6.55	2.07	7.5	3.59
NM_000365	5.63	4.79	8.21	6.92	6.2	0.22	6.36	5.02	7.36	1.93
NM_145693	9.02	4.86	6.88	3.84	0.26	1.98	6.81	3.5	0.14	1.29
NM_001412	1.05	2.79	3.6	4.89	7.68	3.82	1.65	0.54	6.37	0.69
NM_002023	3.14	1.4	7.85	5.84	9.24	9.51	5.78	9.51	2.77	0.48
NM_015382	2.14	5.51	3.55	5.23	6.94	2.48	3.77	1.21	7.38	0.02
NM_175075	8.18	2.74	5.98	0.03	4.45	5.87	1.67	9.71	4.02	7.69
NM_013999	0.17	8.27	8.97	0.84	3.54	0.06	3.05	6.25	3.81	4.76
NM_005623	3.78	7.91	2.32	4.57	6.73	4.66	5.23	2.92	0.09	6.84
NM_152365	9.84	8.14	7.79	1.86	4.68	0.84	5.83	6.56	0.62	0.76
NM_033129	1.95	3.15	5.53	7.77	6.8	3.22	3.59	8.52	3.92	5.86
NM_006233	5.71	9.59	0.24	5.93	9.28	3.76	8.01	0.7	0.46	8.77
NM_206926	1.34	4.06	7.05	0.34	9.38	1.14	1.95	9.19	0.08	5.16
NM_198904	5.91	0.64	1	8.72	5.77	9.63	4.25	1.57	5.7	4.96
NM_198903	4.93	7.46	7.55	8.16	8.09	1.99	2.28	9.13	5.62	9.73
NM_020808	1.69	5.02	9.68	0.45	0.46	0.01	3.66	3.89	9.18	8.23
XM_001128870	6.65	3.06	4.27	7.38	5.52	6.33	4.14	2.2	3.93	0.1
NM_145251	8.12	3.68	5.29	2.61	5.33	4.23	0.17	2.68	4.19	7.05
NM_020683	8.79	4.52	9.56	5.66	0.4	1.04	5.77	2.16	3.01	3.66
NM_004382	3.59	7.82	2.03	2.76	8.55	6.65	3.75	8.74	6.28	4.3
NM_053016	6.69	6.07	6.12	7.34	0.29	2.01	5.93	7.94	9.22	2.39
NM_001040441	4.17	7.71	9.33	7.34	5.19	9.47	2.86	1.54	3	5.37
XM_937807	7.15	9.44	6.26	1.58	5.18	3.26	5	8.77	4.62	6.87
NM_015340	8.4	7.77	1.49	4.49	3.06	7.2	9.24	1.54	2.84	9.56
NM_153354	5.19	9.18	6.99	6.02	0.09	9.23	8.07	3.61	9.59	5.77
NM_004586	8.81	0.39	0.07	8.94	2.25	4.88	9.99	3.55	0.72	6.27
NM_001794	6.29	0.69	8.39	6.86	2.66	7.7	2.92	4.65	0.65	6.58
NM_182531	6.57	8.67	6.38	5.87	9.86	5.92	2.65	4.84	5.3	9.84
NM_016476	6.87	0.46	4.98	6.23	3.83	3.91	6.09	9.99	5.49	1.27
NM_022908	6.28	4.53	9.74	1.88	4.97	7.03	3.6	9.65	4.31	1.01
NM_173452	9.58	6.33	2.94	2.79	7.06	4.72	9.98	2.18	0.31	5.5
NM_022877	5.17	3.19	6.36	7.4	5.23	7.9	2.64	2.06	2.99	4.87
NM_022876	1.91	9.32	7.95	8.8	1.17	7.25	9.96	4.66	1.67	2.94
NM_022875	8.6	1.19	9.82	6.64	7.32	6.7	6.79	5.68	0.45	6.79
NM_022874	6.22	5.98	9.96	2.29	2.91	1.72	4.29	2.6	9.36	5.55
NM_003392	5.05	0.72	5.79	4.64	0.41	6.77	5.74	4.17	4.45	3.42
NM_004130	0.74	6.7	3.36	1.87	4.26	9.18	0.55	6.89	7.83	6.8
NM_001039660	4.4	8.71	5.94	2.32	7.36	7.59	5.96	2.31	3.39	3.24
NM_017578	5.22	8.98	4.77	5.48	3.95	6.83	8.79	0.43	8.26	8.17
NM_003842	4.52	4.6	5.69	6.43	0.98	3.84	5.78	9.8	7.92	3.64
NM_001039659	4.24	6.85	3.73	4.18	2.04	8.43	1.79	8.87	4.01	3.99
NM_006623	7.17	2.13	0.29	3.25	0.75	0.05	2.39	8.95	2.18	4.03
NM_182918	0.23	4.19	5.93	2.36	0.26	7.6	3.79	0.5	8.38	2.41
NM_000809	5.58	0.91	0.78	4.52	1.42	9.57	3.74	8.06	4.08	9.15
NM_001005355	3.08	2.77	1.29	1.97	6.52	9.69	6.64	0.52	7.88	8.99
NM_001005354	5.15	1.65	3.47	0.52	8.35	9.59	6.07	9.63	4	2.15
