Gene Name	Common	Genbank	Description
210285	LIP8	NM_053051.1	LYST-interacting protein LIP8
122333	FLJ21901	NM_024622.2	hypothetical protein FLJ21901
152076	MMP14	NM_004995.2	matrix metalloproteinase 14 (membrane-inserted)
216216	ABCB4	NM_018850.1	ATP-binding cassette, sub-family B (MDR/TAP), member 4
158015	SLC22A9	NM_080866.2	solute carrier family 22 (organic anion/cation transporter), member 9
191407	FUT10	NM_032664.3	fucosyltransferase 10 (alpha (1,3) fucosyltransferase)
123119	NCOA6IP	NM_024831.5	nuclear receptor coactivator 6 interacting protein
174254	PYCARD	NM_145182.1	apoptosis-associated speck-like protein containing a CARD
191526	TEP1	NM_007110.3	telomerase-associated protein 1
118299	PARP14	AK027260.1	
203123	CLEC2B	NM_005127.2	C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 2 (activation-induced)
111334	LAMC3	NM_006059.2	laminin, gamma 3
172513	PALM	NM_002579.1	paralemmin
233220	null	Z37994.1_CDS_1	
163702	LAD1	BC009742.2	
108246	FBXW8	NM_012174.1	F-box and WD-40 domain protein 8
235412	HLA-DRB2	BC001023.2	
236288	null		
149612	HIST1H1E	NM_005321.2	histone 1, H1e
108050	LOC158960	BC009467.1	
212771	C6orf47	NM_021184.1	chromosome 6 open reading frame 47
177238	LAPTM5	NM_006762.1	Lysosomal-associated multispanning membrane protein-5
208406	DEFB1	NM_005218.2	defensin, beta 1
108324	null		
206253	MGC21874	BC013164.1	
177896	CAND2		
138156	CPN2	J05158.1	
185040	KLHDC5	AK095405.1	
216314	OCIAD2	NM_152398.1	hypothetical protein MGC45416
235779	CDK6	NM_001259.5	cyclin-dependent kinase 6
125454	FOXJ2	NM_018416.2	forkhead box J2
234159	null		
163516	GSTT1	NM_000853.1	glutathione S-transferase theta 1
102137	RSC1A1	NM_006511.1	regulatory solute carrier protein, family 1, member 1
178425	TCP10L	NM_144659.3	t-complex 10 (mouse)-like;chromosome 21 open reading frame 77
235154	GPR155	NM_152529.3	G protein-coupled receptor 155
203438	IPP	NM_005897.1	intracisternal A particle-promoted polypeptide
109122	SAMHD1	NM_015474.2	SAM domain and HD domain 1
533601	null		
147730	RBM19	NM_014852.1	RNA binding motif protein 19
123395	EPOR	NM_000121.2	erythropoietin receptor
208632	IBRDC1	NM_152553.2	IBR domain containing 1
192719	RUSC1	NM_014328.2	RUN and SH3 domain containing 1
208570	C6orf60	NM_024581.3	chromosome 6 open reading frame 60
106473	HKDC1	NM_025130.2	hypothetical protein FLJ22761
173989	DPH5	BC053857.1	CGI-30 protein
145949	NFAT5	NM_173215.1	nuclear factor of activated T-cells 5, tonicity-responsive
181329	KLHL17	NM_198317.1	actinfilin
114301	OATL1	BC052609.1	
125442	TMPO	NM_003276.1	thymopoietin
173113	DPYSL2	NM_001386.3	dihydropyrimidinase-like 2
127762	TMEM68		hypothetical protein FLJ32370
102881	null	AK027158.1	
509977	null		
137136	GULP1	NM_016315.1	GULP, engulfment adaptor PTB domain containing 1
132348	WDR79	NM_018081.1	hypothetical protein FLJ10385
140988	SLC25A22	NM_024698.4	solute carrier family 25 (mitochondrial carrier: glutamate), member 22
124944	LOC91461	BC062988.1	
156160	null		
206071	MAPK12|HDAC10	NM_002969.3	mitogen-activated protein kinase 12
162118	SHPRH	NM_173082.1	SNF2 histone linker PHD RING helicase
105700	AMZ1	AX747357.1	
178151	null		
158812	NRM	NM_007243.1	nurim (nuclear envelope membrane protein)
101370	RNASEH2A	NM_006397.2	ribonuclease H2, large subunit
118480	LOC391773		
223152	MXD4	NM_006454.2	MAX dimerization protein 4
123062	FLJ20485	NM_019042.2	
188430	LOC90355	NM_033211.2	hypothetical gene supported by AF038182; BC009203
122412	SMC5L1	NM_015110.1	SMC5 structural maintenance of chromosomes 5-like 1 (yeast)
166145	FLJ12442	NM_022908.1	hypothetical protein FLJ12442
224346	null		
226878	SERPINB8	NM_198833.1	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 8
701493	null		
144215	SNFT	NM_018664.1	Jun dimerization protein p21SNFT
133712	FLJ12355	NM_024988.1	hypothetical protein FLJ12355
122620	INPP4A	NM_004027.1	inositol polyphosphate-4-phosphatase, type I, 107kDa
204379	CCDC52	NM_144718.2	hypothetical protein AY099107
224373	ZNF278	NM_032052.1	zinc finger protein 278
232527	NUP153	BC046172.1	
183184	TA-PP2C	NM_139283.1	T-cell activation protein phosphatase 2C
206964	LOC442507|LOC441196		
701860	ZNF615	NM_198480.2	zinc finger protein 615
209401	UTS2D	NM_198152.1	urotensin II-related peptide
216724	TDRD3	NM_030794.1	tudor domain containing 3
195131	RASA2	NM_006506.2	RAS p21 protein activator 2
211614	ATP8B2	NM_020452.1	ATPase, Class I, type 8B, member 2
182017	SC65	NM_006455.2	synaptonemal complex protein SC65
212964	null		
197404	CCK	NM_000729.2	cholecystokinin
544895	null	AK097866.1	
105095	FLJ10996	NM_019044.2	hypothetical protein FLJ10996
143895	CCNF	NM_001761.1	cyclin F
640362	null		
146467	SOS1	NM_005633.2	son of sevenless homolog 1 (Drosophila)
128809	null		
189490	NR3C2	NM_000901.1	nuclear receptor subfamily 3, group C, member 2
116466	ZNF398	NM_020781.2	zinc finger protein 398
215161	CTDP1	NM_004715.2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1
139755	KCTD1	NM_198991.1	potassium channel tetramerisation domain containing 1
203917	RNF24	NM_007219.2	ring finger protein 24
191189	DNAH3	NM_017539.1	dynein, axonemal, heavy polypeptide 3
108084	AQP7P1		
135517	ADARB1	NM_001112.1	adenosine deaminase, RNA-specific, B1 (RED1 homolog rat)
127565	LOC126537		
114621	MKNK1	NM_003684.3	MAP kinase interacting serine/threonine kinase 1
131617	APLP1	NM_005166.2	amyloid beta (A4) precursor-like protein 1
212369	PPAPDC2	NM_203453.1	hypothetical LOC403313
197008	FLJ12610	NM_144712.2	hypothetical protein FLJ12610;solute carrier family 23 (nucleobase transporters), member 3
147732	null		
216738	null		
109978	null		
121449	GYS2	NM_021957.2	glycogen synthase 2 (liver)
208963	C14orf45	NM_025057.1	chromosome 14 open reading frame 45
201319	DSC2	NM_004949.2	desmocollin 2
118237	TAF6L	NM_006473.2	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa
208773	OTUD3		
105010	RFC3	NM_002915.2	replication factor C (activator 1) 3, 38kDa
194365	PER3	NM_016831.1	period homolog 3 (Drosophila)
202439	DC-UbP	NM_152277.1	dendritic cell-derived ubiquitin-like protein
178121	GDA	NM_004293.2	guanine deaminase
237107	null		
118750	MARK2	NM_017490.1	MAP/microtubule affinity-regulating kinase 2
134459	RAB20	NM_017817.1	RAB20, member RAS oncogene family
143831	TNC	NM_002160.1	tenascin C (hexabrachion)
199755	LOC440871	X74459.1_CDS_1	
204786	SMPD2	NM_003080.1	sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)
234494	null	AF283771.2	
150557	FAAH	NM_001441.1	fatty acid amide hydrolase;MGC22960 gene
187111	ZFP62	NM_152283.1	zinc finger protein 62 homolog (mouse)
149805	FRZB	NM_001463.2	frizzled-related protein
105554	ACMSD	NM_138326.1	aminocarboxymuconate semialdehyde decarboxylase
204955	SPATA13	NM_153023.1	spermatogenesis associated 13
624464	null	AL080215.1	
111620	DIO1	NM_000792.3	deiodinase, iodothyronine, type I
146843	GSTM3	NM_000849.3	glutathione S-transferase M3 (brain)
115087	C21orf7	NM_020152.2	chromosome 21 open reading frame 7
111908	PRKD1	NM_002742.1	protein kinase C, mu
220708	C1orf24	BC030531.1	
197353	MME	NM_007289.1	membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase, CALLA, CD10)
155615	TPCN1	AK025838.1	two pore segment channel 1
205244	MAP3K10	NM_002446.2	mitogen-activated protein kinase kinase kinase 10
124789	null	NM_170606.1	myeloid/lymphoid or mixed-lineage leukemia 3;B melanoma antigen;B melanoma antigen family, member 2;B melanoma antigen family, member 3;B melanoma antigen family, member 4;B melanoma antigen family, member 5
190459	null	AK023611.1	
127260	MLPH	NM_024101.4	melanophilin
120143	PPAP2C	NM_177543.1	phosphatidic acid phosphatase type 2C
177868	CHMP4C	NM_152284.2	Snf7 homologue associated with Alix 3
110570	COL5A1	NM_000093.2	collagen, type V, alpha 1
138620	APOBEC3B	NM_004900.3	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B
223498	ZNF613	NM_024840.2	zinc finger protein 613
158272	SGEF	NM_015595.2	Src homology 3 domain-containing guanine nucleotide exchange factor
187160	SART2	NM_013352.1	squamous cell carcinoma antigen recognized by T cells 2
212011	RUTBC1	BC029251.1	
688524	C4orf13	AK126000.1	
111141	KIAA0470L		
146922	CASP1	NM_001223.2	caspase 1, apoptosis-related cysteine protease (interleukin 1, beta, convertase)
127530	APOD	NM_001647.1	apolipoprotein D
118517	SLC30A6	NM_017964.2	solute carrier family 30 (zinc transporter), member 6
176066	IFI44	NM_006417.2	interferon-induced protein 44
134595	MASTL	BC009107.1	microtubule associated serine/threonine kinase-like
181732	TNFSF4	BC041663.1	
128620	MTF1	NM_005955.1	metal-regulatory transcription factor 1
203952	HMG20B	NM_006339.1	high-mobility group 20B
168826	SYT7	NM_004200.2	synaptotagmin VII
234328	LOC147804	BX647962.1	
711150	CFHL4		
120407	null		
163051	APOB48R	NM_018690.1	apolipoprotein B48 receptor
182225	B4GALT7	NM_007255.1	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)
108448	DHX35	NM_021931.2	DEAH (Asp-Glu-Ala-His) box polypeptide 35
220507	FLJ25770	NM_178555.2	hypothetical protein FLJ25770
106839	null		
204148	ZNF482	NM_006626.3	zinc finger protein 482
105503	LOC129607	BC016969.1	hypothetical protein LOC129607
198464	DEADC1	NM_182503.1	deaminase domain containing 1
170096	HCA112	NM_018487.2	hepatocellular carcinoma-associated antigen 112
152057	NUP93	NM_014669.2	nucleoporin 93kDa
204067	IFT80	NM_020800.1	KIAA1374 protein
153630	C16orf5	NM_013399.1	chromosome 16 open reading frame 5
188526	null	NM_004289.5	nuclear factor (erythroid-derived 2)-like 3
130312	GRPEL2	NM_152407.2	GrpE-like 2, mitochondrial (E. coli)
219882	SLC25A24	NM_013386.2	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24
224298	WWOX	NM_130792.1	WW domain containing oxidoreductase
157891	null		
122665	RSNL2	NM_024692.3	hypothetical protein FLJ21069
152041	GALNS	NM_000512.2	galactosamine (N-acetyl)-6-sulfate sulfatase (Morquio syndrome, mucopolysaccharidosis type IVA)
228271	LOC343839		
169287	null		
122069	ADCY3	NM_004036.2	adenylate cyclase 3
210392	SLC2A2	NM_000340.1	solute carrier family 2 (facilitated glucose transporter), member 2
155084	FBXO6	NM_018438.4	F-box protein 6
178232	RECQL4	NM_004260.1	RecQ protein-like 4
168213	HLA-DRB1	NM_002124.1	major histocompatibility complex, class II, DR beta 1
179438	ZC3H7B	NM_017590.4	ubiquitous tetratricopeptide containing protein RoXaN
186585	LPA	AF158659.1_CDS_1	
214609	ZNF354A	NM_005649.2	zinc finger protein 354A
193334	ENPEP	NM_001977.2	glutamyl aminopeptidase (aminopeptidase A)
196622	LUM	NM_002345.2	lumican
134061	DCDC2	NM_016356.1	doublecortin domain containing 2
153694	HCLS1	NM_005335.3	hematopoietic cell-specific Lyn substrate 1
211925	PRKCH	NM_006255.3	protein kinase C, eta
168426	ODF4	NM_153007.3	outer dense fiber of sperm tails 4
IVT_Kit_Control_BIOD_2_Cp			
177135	RCCD1	AL110105.1	
133074	ABHD14B|CHST5	NM_032750.1	hypothetical protein MGC15429
122227	CDH5	NM_001795.2	cadherin 5, type 2, VE-cadherin (vascular epithelium)
185745	ZNF206	NM_032805.1	zinc finger protein 206
118657	ARFRP1	NM_003224.2	ADP-ribosylation factor related protein 1
137630	NDUFB3	NM_002491.1	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa
140542	HAND2	AK122739.1	heart and neural crest derivatives expressed 2
147978	FAM84B	NM_174911.3	breast cancer membrane protein 101
110548	FGFR2	NM_023028.1	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)
192626	null		
174796	ZNF75A	NM_153028.1	zinc finger protein 75a
150377	OR2B11	AX253146.1_CDS_1	
460136	null	AK092055.1	
186910	null	NM_032209.1	
223933	GPLD1	NM_177483.1	glycosylphosphatidylinositol specific phospholipase D1
137603	MLXIP	AB020674.1	Mlx interactor
119954	FLJ31033	AK023743.1	
132046	CISH	NM_013324.4	cytokine inducible SH2-containing protein
192975	GAJ	NM_032117.2	GAJ protein
218250	null		
161432	FAM63B	AK022891.1	hypothetical protein KIAA1164
162439	STK32C	BC015792.1	serine/threonine kinase 32C
199592	TGFBRAP1	NM_004257.3	transforming growth factor, beta receptor associated protein 1
145370	DIDO1	NM_152302.1	chromosome 20 open reading frame 158;death associated transcription factor 1
126251	PARP3	NM_005485.2	ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase)-like 3
201440	null		
205426	null		
182288	null		
142318	HSUP1		
158959	UGT2B17		
121792	LEPREL1	NM_018192.2	leprecan-like 1
163877	SNX25	NM_031953.2	sorting nexin 25
184278	PNKP	NM_007254.2	polynucleotide kinase 3'-phosphatase
184553	MGC40069	NM_182615.1	hypothetical protein MGC40069
221501	null	NM_182629.2	
132237	RHPN2	NM_033103.3	rhophilin, Rho GTPase binding protein 2
228659	LOC92312	NM_170708.1	lamin A/C
203479	LOC400509|LOC440352	NM_032167.1	hypothetical protein FLJ12363
154434	AMIGO2	NM_181847.2	amphoterin induced gene 2
130643	PROCR	NM_006404.3	protein C receptor, endothelial (EPCR)
198878	PRKACB	NM_182948.2	protein kinase, cAMP-dependent, catalytic, beta
122711	LOC389654		
203163	AURKB	NM_004217.1	aurora kinase B
137426	null		
152089	null	AK095178.1	
148149	STK11	NM_000455.3	serine/threonine kinase 11 (Peutz-Jeghers syndrome)
228089	TncRNA		
144419	ZNRF4	NM_181710.2	zinc and ring finger 4
155110	MGC9712	NM_152689.2	hypothetical protein MGC9712
216992	CTPS2	NM_019857.3	CTP synthase II
125805	SEMA7A	NM_003612.1	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A
189553	null	BX648496.1	
154033	LBP	NM_004139.2	lipopolysaccharide binding protein
216597	P2RX4	NM_002560.2	purinergic receptor P2X, ligand-gated ion channel, 4
182574	MAP3K14	NM_003954.1	mitogen-activated protein kinase kinase kinase 14
136504	C11orf48	NM_024099.2	hypothetical protein MGC2477
125022	LOC163233		
145042	LOC348262	NM_207368.1	hypothetical protein LOC348262
178394	IGHM	X67292.1	
114703	KIAA1205	AB033031.1	
109070	ICAM1	NM_000201.1	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor
180213	SLC23A2	NM_203327.1	solute carrier family 23 (nucleobase transporters), member 2
198492	IHH	BC034757.1	
137638	FLJ27352	BX648577.1	
122523	GAB2	NM_012296.2	GRB2-associated binding protein 2
110557	FXYD6	NM_022003.1	FXYD domain containing ion transport regulator 6
219633	C2orf3	NM_003203.3	chromosome 2 open reading frame 3
160911	EPS8L1	NM_139204.1	EPS8-like 1
205859	AQP3	NM_004925.3	aquaporin 3
104824	IPO11	NM_016338.3	importin 11;synleurin
190011	MAP1B	NM_032010.1	microtubule-associated protein 1B
121760	PIN4	NM_006223.2	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)
113680	SENP2	NM_021627.1	SUMO1/sentrin/SMT3 specific protease 2
201415	MAP3K5	NM_005923.3	mitogen-activated protein kinase kinase kinase 5
104346	PINX1	NM_017884.3	PIN2-interacting protein 1
132106	LOC550631		
135465	null		
204369	PML|LOC161527	NM_033242.1	promyelocytic leukemia
223118	NUP160	BC009822.2	
264288	MERTK	AK026802.1	
160733	CYP2A6	NM_000762.4	cytochrome P450, family 2, subfamily A, polypeptide 6
149230	NOTCH3	NM_000435.1	Notch homolog 3 (Drosophila)
155199	STK32C	BC015792.1	serine/threonine kinase 32C
139693	LIPT1	NM_015929.2	mitochondrial ribosomal protein L30;lipoyltransferase 1
119736	KCNJ12	NM_021012.3	potassium inwardly-rectifying channel, subfamily J, member 12
135130	CDCA5	NM_080668.2	cell division cycle associated 5
216002	null		
186233	C3orf33	NM_173657.1	hypothetical protein FLJ31139
154783	null	AF015137.1	
235147	null		
711856	null		
213230	THEM4	NM_053055.2	C-terminal modulator protein
116331	EPIM	NM_194356.1	epimorphin
236706	null		
100679	SBNO1	NM_018183.2	sno, strawberry notch homolog 1 (Drosophila)
123693	KIAA0804	AK056661.1	
185166	ACSL1	NM_021122.2	acyl-CoA synthetase long-chain family member 1
101404	LOC131076	NM_001428.2	enolase 1, (alpha)
165852	ZSCAN5	NM_024303.1	zinc finger protein 495
204329	CLDN3	NM_001306.2	claudin 3
122800	DSCR3	NM_006052.1	Down syndrome critical region gene 3
158495	DDR2	AK095975.1	
650393	null	AL137552.1	
165944	PPP5C	NM_006247.2	protein phosphatase 5, catalytic subunit
714873	null		
154410	MYBL2	NM_002466.2	v-myb myeloblastosis viral oncogene homolog (avian)-like 2
200042	SLC30A10	NM_018713.1	zinc transporter 8
201723	MOBKL2C	NM_145279.3	MOB1, Mps One Binder kinase activator-like 2C (yeast)
213481	HCK	NM_002110.2	hemopoietic cell kinase
124473	AQP7	NM_001170.1	aquaporin 7
188579	VSIG7|IGHV3OR16-13	AF184766.1_CDS_1	
151231	null		
164460	TSC	NM_017899.1	hypothetical protein FLJ20607
221660	null		
134523	SPINT1	NM_181642.1	serine protease inhibitor, Kunitz type 1
109917	null		
146650	SCRN3	NM_024583.2	secernin 3
168626	null		
129147	LOC441410		
112942	C1orf139	NM_024911.3	putative NFkB activating protein 373
126602	RABGAP1L	AB007940.1	
229089	LOC284739	BC033342.1	hypothetical protein LOC284739
222934	COL8A1	NM_020351.2	collagen, type VIII, alpha 1
528824	null	BC042538.1	
192163	null		
127616	G1P3	NM_002038.2	interferon, alpha-inducible protein (clone IFI-6-16)
235090	ATP8B3	NM_138813.1	ATPase, Class I, type 8B, member 3;transcription elongation factor B polypeptide 3 binding protein 1
230419	null		
183203	LRCH3	NM_032773.2	leucine-rich repeats and calponin homology (CH) domain containing 3
161443	TFCP2	NM_005653.3	transcription factor CP2
115065	KIAA1632	BC036911.1	KIAA1632 protein
230438	null		
100825	C15orf17	NM_020447.2	chromosome 15 open reading frame 17
139900	F13B	M14057.1	
176952	WDR18	NM_024100.2	WD repeat domain 18
154789	TUBGCP6	NM_020461.2	tubulin, gamma complex associated protein 6
115111	ATM	NM_000051.2	ataxia telangiectasia mutated (includes complementation groups A, C and D)
175657	KIAA1893	NM_052899.1	G protein-regulated inducer of neurite outgrowth 1
118177	TAF5L		
230177	null		
231087	HIC2	NM_015094.1	hypermethylated in cancer 2
175483	LOC342892		
179125	MUCDHL	NM_031265.1	mucin and cadherin-like
191559	THAP6	NM_144721.2	THAP domain containing 6
201377	METTL6	NM_152396.1	hypothetical protein MGC24132
229706	TEX14		
214957	null		
119729	AQP1	NM_000385.3	aquaporin 1 (channel-forming integral protein, 28kDa)
145918	FLJ22531	NM_024650.2	hypothetical protein FLJ22531
165430	null		
103430	CLEC4G	NM_198492.1	liver and lymph node sinusoidal endothelial cell C-type lectin
226380	null		
123375	GNMT	NM_018960.2	glycine N-methyltransferase
549215	null	AK025286.1	
219592	PTPNS1	NM_080792.1	protein tyrosine phosphatase, non-receptor type substrate 1
210455	MGC35361	NM_147194.1	hypothetical protein MGC35361
225234	null		
Manufacturing_Test_Control_112			
