Gene Name	Common	Genbank	Description
148477	null		
196613	C15orf42	NM_152259.2	hypothetical protein MGC45866
184497	C1orf168	BX648439.1	
170018	CCL18	NM_002988.2	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)
122705	LIAS	NM_006859.2	lipoic acid synthetase
152041	GALNS	NM_000512.2	galactosamine (N-acetyl)-6-sulfate sulfatase (Morquio syndrome, mucopolysaccharidosis type IVA)
218945	LOC128977	NM_173793.2	hypothetical protein LOC128977
161150	CDC20	NM_001255.1	CDC20 cell division cycle 20 homolog (S. cerevisiae)
127260	MLPH	NM_024101.4	melanophilin
481675	null		
209519	RAB3IL1	NM_013401.2	RAB3A interacting protein (rabin3)-like 1
146408	LOC388291		
166888	NCOA5	NM_020967.1	nuclear receptor coactivator 5
219920	ZNF658	NM_033160.3	DKFZP572C163 protein
159770	DGKA	NM_201554.1	diacylglycerol kinase, alpha 80kDa
205875	THAP3	NM_138350.2	hypothetical protein MGC33488
162643	LRRC32	NM_005512.1	glycoprotein A repetitions predominant
115397	RTN4R	NM_023004.5	reticulon 4 receptor
201827	null		
147879	HNF4A	NM_178849.1	hepatocyte nuclear factor 4, alpha
190989	TF	NM_014111.1	
215065	RNPC1	NM_017495.4	RNA-binding region (RNP1, RRM) containing 1
102117	MS4A6E	NM_139249.2	membrane-spanning 4-domains, subfamily A, member 6E
164172	FKBPL	NM_022110.3	FK506 binding protein like
147143	RAPGEF5	AL833195.1	
228907	null		
125197	C10orf38	AL050367.1	
216243	ALAD	NM_000031.3	aminolevulinate, delta-, dehydratase
232623	null	AK096250.1	
198154	MARK1		
699154	RPL23A		
219034	null	NM_153357.1	solute carrier family 16 (monocarboxylic acid transporters), member 11
114892	CDAN1	NM_138477.1	congenital dyserythropoietic anemia, type I
226421	ZNF439	NM_152262.1	zinc finger protein 439
187413	SLC39A9	NM_018375.2	solute carrier family 39 (zinc transporter), member 9
235033	null		
134014	ST3GAL3	NM_174972.1	sialyltransferase 6 (N-acetyllacosaminide alpha 2,3-sialyltransferase)
145167	LOC286526	Z95624.1_CDS_1	
161534	PSD4	NM_012455.1	SEC7 homolog
165541	S100P	NM_005980.2	S100 calcium binding protein P
115087	C21orf7	NM_020152.2	chromosome 21 open reading frame 7
125345	RFXDC2	NM_022841.2	hypothetical protein FLJ12994
123450	NR4A2	NM_173172.1	nuclear receptor subfamily 4, group A, member 2
214957	null		
212964	null		
105371	ASPN	NM_017680.3	asporin (LRR class 1)
197624	METRNL	AK093748.1	
231035	null		
234978	STN2	NM_033104.2	stonin 2
150739	null		
149339	CUEDC1	NM_017949.1	CUE domain containing 1
163877	SNX25	NM_031953.2	sorting nexin 25
145760	PRKAR2A	NM_004157.2	protein kinase, cAMP-dependent, regulatory, type II, alpha
133318	null	AJ402484.1_CDS_1	
161641	null		
147495	ST3GAL5	NM_003896.2	sialyltransferase 9 (CMP-NeuAc:lactosylceramide alpha-2,3-sialyltransferase; GM3 synthase)
147628	ESR1	NM_000125.1	estrogen receptor 1
220486	null	AF075015.1	
703910	null	BC040271.1	
119977	ADA	NM_000022.2	adenosine deaminase
215187	CXCL10	NM_001565.1	chemokine (C-X-C motif) ligand 10
228363	null	AK096134.1	
122670	ZNF545	NM_133466.1	zinc finger protein 545
112754	TUBB4Q	BC014971.1	tubulin, beta 8
106264	KIAA1975		
289734	null	AK057668.1	
209488	CC2D1A	NM_017721.2	putative NFkB activating protein
169105	LOC91664	NM_173857.1	vomeronasal 1 receptor 4
213724	PHF11	NM_016119.1	PHD finger protein 11
183603	KIAA0649	NM_014811.3	KIAA0649
235812	null	NM_003724.1	jerky homolog (mouse)
149986	UAP1L1	NM_207309.1	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1
191434	CLEC7A	NM_022570.3	C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 12
685811	null	AK092541.1	
211600	AEBP1	NM_001129.2	AE binding protein 1
172479	C20orf42	NM_017671.3	chromosome 20 open reading frame 42
130862	RCP9	NM_014478.3	calcitonin gene-related peptide-receptor component protein
143008	FXYD7	NM_005031.3	FXYD domain containing ion transport regulator 1 (phospholemman);FXYD domain containing ion transport regulator 7
235511	null		
204731	CBX7	NM_175709.2	chromobox homolog 7
153942	PIGQ	NM_148920.1	phosphatidylinositol glycan, class Q
103877	C6orf69	NM_173562.3	chromosome 6 open reading frame 69
215923	USP28	NM_020886.2	ubiquitin specific protease 28
139640	FLJ10786	NM_018219.1	hypothetical protein FLJ10786
196494	S100A8	NM_002964.3	S100 calcium binding protein A8 (calgranulin A)
199705	C17orf39	NM_024052.4	chromosome 17 open reading frame 39
122135	PLIN	NM_002666.1	perilipin
174022	SMP3	NM_025163.2	SMP3 mannosyltransferase
189372	CNGA1	NM_000087.1	cyclic nucleotide gated channel alpha 1
209427	MCM10	NM_018518.3	MCM10 minichromosome maintenance deficient 10 (S. cerevisiae)
230035	null	AK000257.1	
149434	STXBP1	NM_003165.1	syntaxin binding protein 1
132463	LOC441106		
154407	ZYG11BL	NM_006336.2	chromosome 9 open reading frame 60
111427	OVGP1	NM_002557.2	oviductal glycoprotein 1, 120kDa (mucin 9, oviductin)
132118	LOC202181|FLJ44216	AK126204.1	
230394	SYT7		
107642	LOC442606|LOC392965		
221390	null		
134585	BAGE	NM_170606.1	myeloid/lymphoid or mixed-lineage leukemia 3;B melanoma antigen;B melanoma antigen family, member 2;B melanoma antigen family, member 3;B melanoma antigen family, member 4;B melanoma antigen family, member 5
100949	TFF3	L08044.1	trefoil factor 3 (intestinal)
712543	C1orf152	NM_139020.1	
146527	ENDOG	NM_004435.1	endonuclease G
122610	C14orf46	BC009539.2	
205406	OSM	NM_020530.3	oncostatin M
173356	CLCN1	NM_000083.1	chloride channel 1, skeletal muscle (Thomsen disease, autosomal dominant)
122088	KIF13A	NM_022113.3	kinesin family member 13A
232527	NUP153	BC046172.1	
137300	SEPT8	BC001329.1	
108084	AQP7P1		
199941	ARFGAP1	NM_175609.1	ADP-ribosylation factor GTPase activating protein 1
128651	C10orf59	NM_018363.1	chromosome 10 open reading frame 59
147635	LOC441789		
158112	ATG4A	NM_052936.2	APG4 autophagy 4 homolog A (S. cerevisiae)
134215	YOD1	AF116608.1	
137374	DOLPP1	NM_020438.3	dolichyl pyrophosphate phosphatase 1
235357	LOC441208		
167511	GAL	NM_015973.2	galanin
147403	ZNF583	NM_152478.1	zinc finger protein 583
127350	null	AK055100.1	
10559130	null	AK057045.1	
182445	RAB5B	NM_002868.2	RAB5B, member RAS oncogene family
235417	LOC402282		
151259	PDGFRA	NM_006206.2	platelet-derived growth factor receptor, alpha polypeptide
197993	SLC10A3	NM_019848.2	solute carrier family 10 (sodium/bile acid cotransporter family), member 3
195584	SMR3A	NM_012390.1	
205244	MAP3K10	NM_002446.2	mitogen-activated protein kinase kinase kinase 10
166386	ANGPTL1	BC047670.1	
162439	STK32C	BC015792.1	serine/threonine kinase 32C
181049	null		
137261	SLC22A5	NM_003060.2	solute carrier family 22 (organic cation transporter), member 5
234836	null		
149230	NOTCH3	NM_000435.1	Notch homolog 3 (Drosophila)
117173	null		
236534	null		
208347	MT1H	NM_005951.1	metallothionein 1H
203481	OR8G2	AX646397.1_CDS_1	
100405	RP1-286D6.4	NM_014704.1	
227899	ZNF626	NM_145297.1	zinc finger protein 626
110615	DLX3	NM_005220.2	distal-less homeo box 3
159066	KENAE	NM_176816.2	Kenae
144197	SKI	NM_003036.1	v-ski sarcoma viral oncogene homolog (avian)
710071	MYO7B	AK000145.1	
138798	ZNF644	NM_201269.1	KIAA1221 protein
187052	LOC221710	BC032356.1	
219091	RNF180	NM_178532.2	hypothetical protein LOC285671
148696	JUNB	NM_002229.2	jun B proto-oncogene
139708	FBXO42	BC043410.1	
224373	ZNF278	NM_032052.1	zinc finger protein 278
178909	KPTN	NM_007059.1	kaptin (actin binding protein)
188477	DTX3L	NM_138287.2	rhysin 2
174376	MAP1LC3A	NM_181509.1	microtubule-associated protein 1 light chain 3 alpha
178243	SPSB2	NM_032641.1	likely ortholog of mouse gene rich cluster, C9 gene
234409	null	AK058047.1	
233278	null		
211051	null		
618702	LOC441121	NM_022907.1	
159576	STX3A	NM_004177.3	syntaxin 3A
151827	KIAA1754	NM_033397.2	KIAA1754
164477	null	NM_145346.1	socius
198023	SE57-1	NM_025214.1	CTCL tumor antigen se57-1
112891	CYP2D6	X07619.1	
149320	null		
209753	COL16A1	NM_001856.2	collagen, type XVI, alpha 1
186316	C7	NM_000587.2	complement component 7
125217	CTTNBP2NL	NM_018704.1	hypothetical protein DKFZp547A023
281876	null		
180764	H2AFY2	NM_018649.1	H2A histone family, member Y2
200549	RALGDS	AF027169.1	ral guanine nucleotide dissociation stimulator
155534	ZDHHC13	NM_019028.2	zinc finger, DHHC domain containing 13
187160	SART2	NM_013352.1	squamous cell carcinoma antigen recognized by T cells 2
164670	null		
234755	null		
109917	null		
116892	null		
138195	IGKC	BC032451.1	
130196	FLJ21986	NM_024913.3	hypothetical protein FLJ21986
184216	SULT1E1	NM_005420.2	sulfotransferase family 1E, estrogen-preferring, member 1
159563	NPHP3	NM_032169.3	putative acyl-CoA dehydrogenase
125061	MGC17330	NM_052880.2	HGFL gene
423179	LOC286442	AK093678.1	
112524	CHST6	NM_021615.2	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6
205160	RFC1	NM_002913.3	replication factor C (activator 1) 1, 145kDa
149525	TMEM1	NM_003274.3	transmembrane protein 1
125743	IGLJ3|IGLV3-19	AF194735.1	
159694	LRCH1	NM_015116.1	leucine-rich repeats and calponin homology (CH) domain containing 1
229436	FLJ37644	AK056229.1	
170653	CTNNBIP1	NM_020248.1	catenin, beta interacting protein 1
228176	null		
537719	null	AL832561.1	
164469	LOC146439		
144454	HBZ	NM_005332.2	hemoglobin, zeta
143079	null		
137837	GAS2L3	NM_174942.1	hypothetical protein LOC283431
152727	SLC35A2	NM_005660.1	solute carrier family 35 (UDP-galactose transporter), member A2
164860	NR1D1	NM_021724.1	nuclear receptor subfamily 1, group D, member 1
200021	LOC90321	AK024074.1	
264760	NOS1AP	BC041382.2	
208035	GALNT7	NM_017423.1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)
161443	TFCP2	NM_005653.3	transcription factor CP2
144742	C21orf106	NM_206889.1	chromosome 21 open reading frame 106
195753	C16orf48	NM_032140.1	hypothetical protein MGC11335;hypothetical protein DKFZp434A1319
232350	LOC286114	AK058067.1	
105562	FLJ20272	NM_017735.3	hypothetical protein FLJ20272
113462	GIMAP2	NM_015660.1	immunity associated protein 2
234910	null		
135465	null		
166544	CUGBP1	NM_006560.2	CUG triplet repeat, RNA binding protein 1
199728	PLD2	NM_002663.2	phospholipase D2
699561	null		
229841	LOC91149	AL157450.1	
176286	LOC253982	NM_181718.3	hypothetical protein LOC253982
191050	MAPKBP1	AB011168.2	
117030	null		
111269	SLC45A3	BC050416.2	
171254	CDC25A	NM_201567.1	cell division cycle 25A
177183	C9orf76	NM_024945.1	chromosome 9 open reading frame 76
711916	null	BC038578.1	
230842	RBM33	AK055460.1	
148166	CDCA2	BC036214.1	
144941	HOXA4	NM_002141.2	homeo box A4
141053	MAGED4	NM_030801.2	melanoma antigen, family D, 4
153172	LOC347454		
188149	KIF15	NM_020242.1	kinesin-like 7
120498	FOXQ1	NM_033260.2	forkhead box Q1
113190	LILRB3|LILRB2	NM_006864.1	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 6;leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3
193821	PARVG	NM_022141.3	parvin, gamma
170566	C1orf32	AF503509.1	
160538	C14orf168	NM_031427.1	chromosome 14 open reading frame 168
108442	IGLV3-25	AY190821.1	
143414	TEKT4	NM_144705.2	hypothetical protein MGC27019
201923	LOC388174		
128988	MGC16943	NM_080663.1	similar to RIKEN cDNA 4933424N09 gene
193899	PPP1R13B	NM_015316.1	protein phosphatase 1, regulatory (inhibitor) subunit 13B
160439	UBR2	NM_015255.1	chromosome 6 open reading frame 133
206624	CLCN2	NM_004366.2	chloride channel 2
193191	LOC493869	AK074216.1	
224098	ALS2CR13	NM_173511.1	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 13
200965	C20orf121	NM_024331.2	chromosome 20 open reading frame 121
118912	ME3	NM_006680.1	malic enzyme 3, NADP(+)-dependent, mitochondrial
234681	VIL1	NM_007127.1	villin 1
194171	VPS13B	NM_017890.3	Cohen syndrome 1
214751	FLJ10159	NM_018013.1	hypothetical protein FLJ10159
189905	ADAT1	NM_012091.2	adenosine deaminase, tRNA-specific 1
174579	EVI2A	NM_014210.1	ecotropic viral integration site 2A
192528	CXCL6	NM_002993.1	chemokine (C-X-C motif) ligand 6 (granulocyte chemotactic protein 2)
119954	FLJ31033	AK023743.1	
169848	SIPA1L2	NM_020808.1	signal-induced proliferation-associated 1 like 2
110183	U2AF1L1	NM_000038.2	adenomatosis polyposis coli
103002	FLNC|LOC442618	AK126540.1	
214011	GAGE1	NM_001468.1	G antigen 1
155682	DENND1C	NM_024898.1	family with sequence similarity 31, member C
128689	GPATC3	NM_022078.1	hypothetical protein FLJ12455
228609	null		
185644	S100A14	NM_020672.1	S100 calcium binding protein A14
183103	CECR1	NM_177405.1	cat eye syndrome chromosome region, candidate 1
183248	ZNF238	NM_006352.3	zinc finger protein 238
171273	RP5-1022P6.2	NM_019593.2	hypothetical protein KIAA1434
159317	LOC387787		
172117	PDZK1IP1	NM_005764.3	membrane-associated protein 17
176097	SLC25A12	NM_003705.2	solute carrier family 25 (mitochondrial carrier, Aralar), member 12
109080	FLJ14327	NM_024912.1	
202646	null		
106764	FAM102B		
697581	ZNF658B|ZNF658		
203438	IPP	NM_005897.1	intracisternal A particle-promoted polypeptide
141343	KIFC1		
195445	DPT	BC033736.1	
189553	null	BX648496.1	
107813	AASDH	NM_181806.2	2-aminoadipic 6-semialdehyde dehydrogenase
229198	MGC51025|FLJ40244	NM_178571.2	hypothetical protein MGC51025
110140	FAM72A	NM_207418.2	Similar to RIKEN cDNA 2700049P18 gene
159180	FBXL17	NM_022824.1	F-box and leucine-rich repeat protein 17
233889	null		
161671	PTPN21	NM_007039.2	protein tyrosine phosphatase, non-receptor type 21
186736	PEX26	NM_017929.2	peroxisome biogenesis factor 26
186241	RAD51AP1	NM_006479.2	RAD51-interacting protein
132143	ZNF665	NM_024733.2	hypothetical protein FLJ14345
134713	PLA2G2A	NM_000300.2	phospholipase A2, group IIA (platelets, synovial fluid)
163051	APOB48R	NM_018690.1	apolipoprotein B48 receptor
208272	CDC45L	NM_003504.3	CDC45 cell division cycle 45-like (S. cerevisiae)
201099	USP14	NM_005151.2	ubiquitin specific protease 14 (tRNA-guanine transglycosylase)
155029	LPPR2	NM_022737.1	lipid phosphate phosphatase-related protein type 2
211400	LOC400128	BC025370.2	
219421	KLHL18	NM_025010.1	KIAA0795 protein
536310	null	AK057073.1	
140632	MEF2D	NM_005920.2	MADS box transcription enhancer factor 2, polypeptide D (myocyte enhancer factor 2D)
483604	null	BC039491.1	
118172	LY6D	NM_003695.1	lymphocyte antigen 6 complex, locus D
179811	SLC13A3	NM_033550.3	TP53 regulating kinase;solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3
163715	ZNF37B	AK026980.1	
143092	LOC389025		
109356	KRT23	NM_173213.1	keratin 23 (histone deacetylase inducible)
159466	DEF6	NM_022047.2	differentially expressed in FDCP 6 homolog (mouse)
149099	SVIL	NM_003174.2	supervillin
135086	CYP1A1	NM_000499.2	cytochrome P450, family 1, subfamily A, polypeptide 1
149612	HIST1H1E	NM_005321.2	histone 1, H1e
105842	DKFZp667G2110	BX647079.1	
152552	RLTPR	NM_016948.1	par-6 partitioning defective 6 homolog alpha (C.elegans)
131603	SH3RF2	NM_152550.2	SH3 domain containing ring finger 2
101019	SH3BGR	NM_007341.2	SH3 domain binding glutamic acid-rich protein
131968	LOC285989	NM_213603.1	hypothetical protein LOC285989
183179	null		
179996	RPS4Y2P	NM_138963.1	ribosomal protein S4, Y-linked 2
202971	CYP21A2	NM_000500.4	cytochrome P450, family 21, subfamily A, polypeptide 2
101666	LOC440974	AK027260.1	
220311	MGC24039	NM_144973.2	hypothetical protein MGC24039
151187	TAS1R1	NM_177539.1	taste receptor, type 1, member 1
103211	ARMC6	NM_033415.2	hypothetical gene MGC19595
180419	GIPC2	NM_017655.4	PDZ domain protein GIPC2
187604	MGC10992	NM_033212.2	hypothetical protein LOC92922
172029	B3GAT3|GANAB	NM_198335.1	glucosidase, alpha; neutral AB
231880	null	AL390138.1	
179942	null		
213873	DNA2L	BC041115.2	
166111	CD248	NM_020404.2	CD164 sialomucin-like 1
166831	LOC341112		
187398	null		
10343858	LOC402778	BC036199.1	
449613	CSS3	NM_175856.2	
125581	UBOX5	NM_014948.2	hypothetical protein FLJ13149;likely ortholog of mouse ubiquitin conjugating enzyme 7 interacting protein 5
169311	IPMK	NM_152230.2	inositol polyphosphate multikinase
193823	GJB2	NM_004004.3	gap junction protein, beta 2, 26kDa (connexin 26)
178176	MAPKAPK2	NM_032960.2	mitogen-activated protein kinase-activated protein kinase 2
231268	EME2	AF086269.1	
157486	FLJ20013	NM_017621.2	hypothetical protein FLJ20013
171568	PISD	NM_014338.3	phosphatidylserine decarboxylase
168694	null	NM_017925.3	chromosome 9 open reading frame 55
234015	RNF12	AK123088.1	
140876	CNNM1	NM_020348.1	cyclin M1
150301	SRCRB4D	NM_080744.1	scavenger receptor cysteine rich domain containing, group B (4 domains)
212501	DOCK6	NM_020812.1	dedicator of cytokinesis 6
216319	CXorf34	NM_024917.4	hypothetical protein FLJ12687
200670	TADA2L	NM_001488.2	transcriptional adaptor 2 (ADA2 homolog, yeast)-like
199122	null		
204606	ACTR3B	NM_020445.1	actin-related protein 3-beta
195587	RNF41	NM_194359.1	ring finger protein 41
232057	FLJ39075	NM_152340.1	hypothetical protein FLJ39075
716781	null		
236706	null		
148149	STK11	NM_000455.3	serine/threonine kinase 11 (Peutz-Jeghers syndrome)
159327	TMEM32	NM_173470.1	hypothetical protein LOC93380
191516	IMP-1	NM_006546.2	IGF-II mRNA-binding protein 1
153638	LOC285944	AK092154.1	
136576	FSHB	NM_000510.1	follicle stimulating hormone, beta polypeptide
125051	N4BP2	NM_018177.2	Nedd4 binding protein 2
231449	PLA2G2F	NM_022819.1	phospholipase A2, group IIF
120616	PTK7	NM_152880.2	PTK7 protein tyrosine kinase 7
100410	LOC339483	NM_178546.2	hypothetical protein LOC339483
224158	ZFP90	AB075834.1	
126602	RABGAP1L	AB007940.1	
111674	FLT1	NM_002019.2	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)
234551	null		
111612	null		
136006	SHBG	NM_001040.2	sex hormone-binding globulin
194964	ZNF532	NM_018181.3	zinc finger protein 532
183856	OASL	NM_003733.2	2'-5'-oligoadenylate synthetase-like
106198	CENPA	NM_001809.2	centromere protein A, 17kDa
232274	null		
212620	SLC2A4	NM_001042.1	solute carrier family 2 (facilitated glucose transporter), member 4
196072	CDT1	NM_030928.2	DNA replication factor
143946	C1orf66	NM_015997.2	CGI-41 protein
170475	FBXL19	NM_019085.1	F-box and leucine-rich repeat protein 19
194086	MGC16044	NM_138371.1	hypothetical protein MGC16044
107502	LOC390557		
130643	PROCR	NM_006404.3	protein C receptor, endothelial (EPCR)
145013	ARFRP1	NM_003224.2	ADP-ribosylation factor related protein 1
202882	BCAT1	NM_005504.3	branched chain aminotransferase 1, cytosolic
184667	SCGN	NM_006998.2	secretagogin, EF-hand calcium binding protein
714063	null		
208632	IBRDC1	NM_152553.2	IBR domain containing 1
134135	FLJ36445	NM_153233.1	hypothetical protein FLJ36445
115568	ZBTB16	NM_006006.3	zinc finger protein 145 (Kruppel-like, expressed in promyelocytic leukemia)
184167	null		
128354	null	NM_133476.2	zinc finger protein 384
210317	RP2	NM_006915.1	retinitis pigmentosa 2 (X-linked recessive)
231770	LOC144363	AK095164.1	hypothetical protein LOC144363
206064	KCNK6	NM_004823.1	potassium channel, subfamily K, member 6
